Gene,Target,Custom_Color_Target,Custom_Color_Seed
ENSG00000063241,MitoCarta,Blue,
ENSG00000159199,MitoCarta,Blue,
ENSG00000151552,MitoCarta,Blue,
ENSG00000123815,MitoCarta,Blue,
ENSG00000105793,MitoCarta,Blue,
ENSG00000100300,MitoCarta,Blue,
ENSG00000167996,MitoCarta,Blue,
ENSG00000104907,MitoCarta,Blue,
ENSG00000133597,MitoCarta,Blue,
ENSG00000279170,MitoCarta,Blue,
ENSG00000134056,MitoCarta,Blue,
ENSG00000172840,MitoCarta,Blue,
ENSG00000155189,MitoCarta,Blue,
ENSG00000172366,MitoCarta,Blue,
ENSG00000175567,MitoCarta,Blue,
ENSG00000147454,MitoCarta,Blue,
ENSG00000155287,MitoCarta,Blue,
ENSG00000145832,MitoCarta,Blue,
ENSG00000077713,MitoCarta,Blue,
ENSG00000140107,MitoCarta,Blue,
ENSG00000181240,MitoCarta,Blue,
ENSG00000162461,MitoCarta,Blue,
ENSG00000120915,MitoCarta,Blue,
ENSG00000165609,MitoCarta,Blue,
ENSG00000107745,MitoCarta,Blue,
ENSG00000142168,MitoCarta,Blue,
ENSG00000183569,MitoCarta,Blue,
ENSG00000178057,MitoCarta,Blue,
ENSG00000163170,MitoCarta,Blue,
ENSG00000145247,MitoCarta,Blue,
ENSG00000136444,MitoCarta,Blue,
ENSG00000159685,MitoCarta,Blue,
ENSG00000118246,MitoCarta,Blue,
ENSG00000131779,MitoCarta,Blue,
ENSG00000184857,MitoCarta,Blue,
ENSG00000140451,MitoCarta,Blue,
ENSG00000163586,MitoCarta,Blue,
ENSG00000101986,MitoCarta,Blue,
ENSG00000147471,MitoCarta,Blue,
ENSG00000155368,MitoCarta,Blue,
ENSG00000138035,MitoCarta,Blue,
ENSG00000184428,MitoCarta,Blue,
ENSG00000171865,MitoCarta,Blue,
ENSG00000154258,MitoCarta,Blue,
ENSG00000116171,MitoCarta,Blue,
ENSG00000111696,MitoCarta,Blue,
ENSG00000182712,MitoCarta,Blue,
ENSG00000111716,MitoCarta,Blue,
ENSG00000182362,MitoCarta,Blue,
ENSG00000169567,MitoCarta,Blue,
ENSG00000090432,MitoCarta,Blue,
ENSG00000166548,MitoCarta,Blue,
ENSG00000116771,MitoCarta,Blue,
ENSG00000134326,MitoCarta,Blue,
ENSG00000015475,MitoCarta,Blue,
ENSG00000213465,MitoCarta,Blue,
ENSG00000213463,MitoCarta,Blue,
ENSG00000168958,MitoCarta,Blue,
ENSG00000169738,MitoCarta,Blue,
ENSG00000170502,MitoCarta,Blue,
ENSG00000242110,MitoCarta,Blue,
ENSG00000048707,MitoCarta,Blue,
ENSG00000170917,MitoCarta,Blue,
ENSG00000105341,MitoCarta,Blue,
ENSG00000122687,MitoCarta,Blue,
ENSG00000030110,MitoCarta,Blue,
ENSG00000102967,MitoCarta,Blue,
ENSG00000069535,MitoCarta,Blue,
ENSG00000143198,MitoCarta,Blue,
ENSG00000162836,MitoCarta,Blue,
ENSG00000175581,MitoCarta,Blue,
ENSG00000172482,MitoCarta,Blue,
ENSG00000100243,MitoCarta,Blue,
ENSG00000182810,MitoCarta,Blue,
ENSG00000127838,MitoCarta,Blue,
ENSG00000155970,MitoCarta,Blue,
ENSG00000176171,MitoCarta,Blue,
ENSG00000177034,MitoCarta,Blue,
ENSG00000132781,MitoCarta,Blue,
ENSG00000178605,MitoCarta,Blue,
ENSG00000140459,MitoCarta,Blue,
ENSG00000109180,MitoCarta,Blue,
ENSG00000123600,MitoCarta,Blue,
ENSG00000250317,MitoCarta,Blue,
ENSG00000165526,MitoCarta,Blue,
ENSG00000111850,MitoCarta,Blue,
ENSG00000172113,MitoCarta,Blue,
ENSG00000105701,MitoCarta,Blue,
ENSG00000215009,MitoCarta,Blue,
ENSG00000160703,MitoCarta,Blue,
ENSG00000110074,MitoCarta,Blue,
ENSG00000162851,MitoCarta,Blue,
ENSG00000163644,MitoCarta,Blue,
ENSG00000135390,MitoCarta,Blue,
ENSG00000198888,MitoCarta,Blue,
ENSG00000102125,MitoCarta,Blue,
ENSG00000174099,MitoCarta,Blue,
ENSG00000162390,MitoCarta,Blue,
ENSG00000165028,MitoCarta,Blue,
ENSG00000065057,MitoCarta,Blue,
ENSG00000198060,MitoCarta,Blue,
ENSG00000183605,MitoCarta,Blue,
ENSG00000126814,MitoCarta,Blue,
ENSG00000169100,MitoCarta,Blue,
ENSG00000141437,MitoCarta,Blue,
ENSG00000114026,MitoCarta,Blue,
ENSG00000102794,MitoCarta,Blue,
ENSG00000213339,MitoCarta,Blue,
ENSG00000042286,MitoCarta,Blue,
ENSG00000167815,MitoCarta,Blue,
ENSG00000112234,MitoCarta,Blue,
ENSG00000119927,MitoCarta,Blue,
ENSG00000125375,MitoCarta,Blue,
ENSG00000137824,MitoCarta,Blue,
ENSG00000122378,MitoCarta,Blue,
ENSG00000173915,MitoCarta,Blue,
ENSG00000232838,MitoCarta,Blue,
ENSG00000189221,MitoCarta,Blue,
ENSG00000189227,MitoCarta,Blue,
ENSG00000051341,MitoCarta,Blue,
ENSG00000197580,MitoCarta,Blue,
ENSG00000165949,MitoCarta,Blue,
ENSG00000116791,MitoCarta,Blue,
ENSG00000183010,MitoCarta,Blue,
ENSG00000185973,MitoCarta,Blue,
ENSG00000173726,MitoCarta,Blue,
ENSG00000196449,MitoCarta,Blue,
ENSG00000162377,MitoCarta,Blue,
ENSG00000100867,MitoCarta,Blue,
ENSG00000151611,MitoCarta,Blue,
ENSG00000100335,MitoCarta,Blue,
ENSG00000166920,MitoCarta,Blue,
ENSG00000005156,MitoCarta,Blue,
ENSG00000104765,MitoCarta,Blue,
ENSG00000215251,MitoCarta,Blue,
ENSG00000106603,MitoCarta,Blue,
ENSG00000170516,MitoCarta,Blue,
ENSG00000212907,MitoCarta,Blue,
ENSG00000089163,MitoCarta,Blue,
ENSG00000137288,MitoCarta,Blue,
ENSG00000135093,MitoCarta,Blue,
ENSG00000174840,MitoCarta,Blue,
ENSG00000103024,MitoCarta,Blue,
ENSG00000132153,MitoCarta,Blue,
ENSG00000164896,MitoCarta,Blue,
ENSG00000169519,MitoCarta,Blue,
ENSG00000019186,MitoCarta,Blue,
ENSG00000151014,MitoCarta,Blue,
ENSG00000125779,MitoCarta,Blue,
ENSG00000174990,MitoCarta,Blue,
ENSG00000168268,MitoCarta,Blue,
ENSG00000160072,MitoCarta,Blue,
ENSG00000167112,MitoCarta,Blue,
ENSG00000072062,MitoCarta,Blue,
ENSG00000165644,MitoCarta,Blue,
ENSG00000169169,MitoCarta,Blue,
ENSG00000174928,MitoCarta,Blue,
ENSG00000148343,MitoCarta,Blue,
ENSG00000197157,MitoCarta,Blue,
ENSG00000182890,MitoCarta,Blue,
ENSG00000186603,MitoCarta,Blue,
ENSG00000174606,MitoCarta,Blue,
ENSG00000103254,MitoCarta,Blue,
ENSG00000204922,MitoCarta,Blue,
ENSG00000123131,MitoCarta,Blue,
ENSG00000101391,MitoCarta,Blue,
ENSG00000128050,MitoCarta,Blue,
ENSG00000137463,MitoCarta,Blue,
ENSG00000119431,MitoCarta,Blue,
ENSG00000179142,MitoCarta,Blue,
ENSG00000026652,MitoCarta,Blue,
ENSG00000274523,MitoCarta,Blue,
ENSG00000222011,MitoCarta,Blue,
ENSG00000141682,MitoCarta,Blue,
ENSG00000182134,MitoCarta,Blue,
ENSG00000089060,MitoCarta,Blue,
ENSG00000111012,MitoCarta,Blue,
ENSG00000256525,MitoCarta,Blue,
ENSG00000196407,MitoCarta,Blue,
ENSG00000100290,MitoCarta,Blue,
ENSG00000127989,MitoCarta,Blue,
ENSG00000146410,MitoCarta,Blue,
ENSG00000167468,MitoCarta,Blue,
ENSG00000196860,MitoCarta,Blue,
ENSG00000093010,MitoCarta,Blue,
ENSG00000139637,MitoCarta,Blue,
ENSG00000006282,MitoCarta,Blue,
ENSG00000198754,MitoCarta,Blue,
ENSG00000164366,MitoCarta,Blue,
ENSG00000008405,MitoCarta,Blue,
ENSG00000066813,MitoCarta,Blue,
ENSG00000278259,MitoCarta,Blue,
ENSG00000125871,MitoCarta,Blue,
ENSG00000108387,MitoCarta,Blue,
ENSG00000115468,MitoCarta,Blue,
ENSG00000101084,MitoCarta,Blue,
ENSG00000100823,MitoCarta,Blue,
ENSG00000100596,MitoCarta,Blue,
ENSG00000137038,MitoCarta,Blue,
ENSG00000150756,MitoCarta,Blue,
ENSG00000204099,MitoCarta,Blue,
ENSG00000132906,MitoCarta,Blue,
ENSG00000006530,MitoCarta,Blue,
ENSG00000143384,MitoCarta,Blue,
ENSG00000167264,MitoCarta,Blue,
ENSG00000179598,MitoCarta,Blue,
ENSG00000025772,MitoCarta,Blue,
ENSG00000100890,MitoCarta,Blue,
ENSG00000187838,MitoCarta,Blue,
ENSG00000237289,MitoCarta,Blue,
ENSG00000183648,MitoCarta,Blue,
ENSG00000248919,MitoCarta,Blue,
ENSG00000064012,MitoCarta,Blue,
ENSG00000171552,MitoCarta,Blue,
ENSG00000081177,MitoCarta,Blue,
ENSG00000170632,MitoCarta,Blue,
ENSG00000177427,MitoCarta,Blue,
ENSG00000113272,MitoCarta,Blue,
ENSG00000113384,MitoCarta,Blue,
ENSG00000138078,MitoCarta,Blue,
ENSG00000124279,MitoCarta,Blue,
ENSG00000121289,MitoCarta,Blue,
ENSG00000186281,MitoCarta,Blue,
ENSG00000188554,MitoCarta,Blue,
ENSG00000176720,MitoCarta,Blue,
ENSG00000141756,MitoCarta,Blue,
ENSG00000155542,MitoCarta,Blue,
ENSG00000160882,MitoCarta,Blue,
ENSG00000214756,MitoCarta,Blue,
ENSG00000180488,MitoCarta,Blue,
ENSG00000153574,MitoCarta,Blue,
ENSG00000105327,MitoCarta,Blue,
ENSG00000002330,MitoCarta,Blue,
ENSG00000171791,MitoCarta,Blue,
ENSG00000140379,MitoCarta,Blue,
ENSG00000129473,MitoCarta,Blue,
ENSG00000164305,MitoCarta,Blue,
ENSG00000104936,MitoCarta,Blue,
ENSG00000138346,MitoCarta,Blue,
ENSG00000198695,MitoCarta,Blue,
ENSG00000100601,MitoCarta,Blue,
ENSG00000100151,MitoCarta,Blue,
ENSG00000137875,MitoCarta,Blue,
ENSG00000108599,MitoCarta,Blue,
ENSG00000127952,MitoCarta,Blue,
ENSG00000037474,MitoCarta,Blue,
ENSG00000143199,MitoCarta,Blue,
ENSG00000063176,MitoCarta,Blue,
ENSG00000178694,MitoCarta,Blue,
ENSG00000174740,MitoCarta,Blue,
ENSG00000146250,MitoCarta,Blue,
ENSG00000164306,MitoCarta,Blue,
ENSG00000122335,MitoCarta,Blue,
ENSG00000136874,MitoCarta,Blue,
ENSG00000171103,MitoCarta,Blue,
ENSG00000186642,MitoCarta,Blue,
ENSG00000107020,MitoCarta,Blue,
ENSG00000139160,MitoCarta,Blue,
ENSG00000215012,MitoCarta,Blue,
ENSG00000153094,MitoCarta,Blue,
ENSG00000134278,MitoCarta,Blue,
ENSG00000178074,MitoCarta,Blue,
ENSG00000184867,MitoCarta,Blue,
ENSG00000126947,MitoCarta,Blue,
ENSG00000070501,MitoCarta,Blue,
ENSG00000099940,MitoCarta,Blue,
ENSG00000102401,MitoCarta,Blue,
ENSG00000198960,MitoCarta,Blue,
ENSG00000101574,MitoCarta,Blue,
ENSG00000153820,MitoCarta,Blue,
ENSG00000185818,MitoCarta,Blue,
ENSG00000204511,MitoCarta,Blue,
ENSG00000225973,MitoCarta,Blue,
ENSG00000255154,MitoCarta,Blue,
ENSG00000230623,MitoCarta,Blue,
ENSG00000078070,MitoCarta_GWAS,Red,Black
ENSG00000140521,MitoCarta_GWAS,Red,Black
ENSG00000011295,MitoCarta_GWAS,Red,Black
ENSG00000115317,MitoCarta_GWAS,Red,Black
ENSG00000158828,MitoCarta_GWAS,Red,Black
ENSG00000116288,MitoCarta_GWAS,Red,Black
ENSG00000185345,MitoCarta_GWAS,Red,Black
ENSG00000145335,PD_GWAS_Seed,Black,Black
ENSG00000188906,PD_GWAS_Seed,Black,Black
ENSG00000177628,PD_GWAS_Seed,Black,Black
ENSG00000129003,PD_GWAS_Seed,Black,Black
ENSG00000154277,PD_GWAS_Seed,Black,Black
ENSG00000159363,PD_GWAS_Seed,Black,Black
ENSG00000100225,PD_GWAS_Seed,Black,Black
ENSG00000204120,PD_GWAS_Seed,Black,Black
ENSG00000184381,PD_GWAS_Seed,Black,Black
ENSG00000114867,PD_GWAS_Seed,Black,Black
ENSG00000069329,PD_GWAS_Seed,Black,Black
ENSG00000116675,PD_GWAS_Seed,Black,Black
ENSG00000159082,PD_GWAS_Seed,Black,Black
ENSG00000138246,PD_GWAS_Seed,Black,Black
ENSG00000089063,PD_GWAS_Seed,Black,Black
ENSG00000197324,PD_GWAS_Seed,Black,Black
ENSG00000137642,PD_GWAS_Seed,Black,Black
ENSG00000136235,PD_GWAS_Seed,Black,Black
ENSG00000117280,PD_GWAS_Seed,Black,Black
ENSG00000178950,PD_GWAS_Seed,Black,Black
ENSG00000130787,PD_GWAS_Seed,Black,Black
ENSG00000152128,PD_GWAS_Seed,Black,Black
ENSG00000198648,PD_GWAS_Seed,Black,Black
ENSG00000099381,PD_GWAS_Seed,Black,Black
ENSG00000160766,PD_GWAS_Seed,Black,Black
ENSG00000143226,PD_GWAS_Seed,Black,Black
ENSG00000117533,PD_GWAS_Seed,Black,Black
ENSG00000069275,PD_GWAS_Seed,Black,Black
ENSG00000143772,PD_GWAS_Seed,Black,Black
ENSG00000115041,PD_GWAS_Seed,Black,Black
ENSG00000071054,PD_GWAS_Seed,Black,Black
ENSG00000182568,PD_GWAS_Seed,Black,Black
ENSG00000068745,PD_GWAS_Seed,Black,Black
ENSG00000114030,PD_GWAS_Seed,Black,Black
ENSG00000169251,PD_GWAS_Seed,Black,Black
ENSG00000127419,PD_GWAS_Seed,Black,Black
ENSG00000109743,PD_GWAS_Seed,Black,Black
ENSG00000163257,PD_GWAS_Seed,Black,Black
ENSG00000138760,PD_GWAS_Seed,Black,Black
ENSG00000189157,PD_GWAS_Seed,Black,Black
ENSG00000145349,PD_GWAS_Seed,Black,Black
ENSG00000137601,PD_GWAS_Seed,Black,Black
ENSG00000164181,PD_GWAS_Seed,Black,Black
ENSG00000145730,PD_GWAS_Seed,Black,Black
ENSG00000113621,PD_GWAS_Seed,Black,Black
ENSG00000172524,PD_GWAS_Seed,Black,Black
ENSG00000198502,PD_GWAS_Seed,Black,Black
ENSG00000179406,PD_GWAS_Seed,Black,Black
ENSG00000164733,PD_GWAS_Seed,Black,Black
ENSG00000147439,PD_GWAS_Seed,Black,Black
ENSG00000107295,PD_GWAS_Seed,Black,Black
ENSG00000010438,PD_GWAS_Seed,Black,Black
ENSG00000077943,PD_GWAS_Seed,Black,Black
ENSG00000107874,PD_GWAS_Seed,Black,Black
ENSG00000151929,PD_GWAS_Seed,Black,Black
ENSG00000107651,PD_GWAS_Seed,Black,Black
ENSG00000110315,PD_GWAS_Seed,Black,Black
ENSG00000080854,PD_GWAS_Seed,Black,Black
ENSG00000112787,PD_GWAS_Seed,Black,Black
ENSG00000102547,PD_GWAS_Seed,Black,Black
ENSG00000131979,PD_GWAS_Seed,Black,Black
ENSG00000198208,PD_GWAS_Seed,Black,Black
ENSG00000054983,PD_GWAS_Seed,Black,Black
ENSG00000103528,PD_GWAS_Seed,Black,Black
ENSG00000176953,PD_GWAS_Seed,Black,Black
ENSG00000167207,PD_GWAS_Seed,Black,Black
ENSG00000083799,PD_GWAS_Seed,Black,Black
ENSG00000170175,PD_GWAS_Seed,Black,Black
ENSG00000141699,PD_GWAS_Seed,Black,Black
ENSG00000108312,PD_GWAS_Seed,Black,Black
ENSG00000030582,PD_GWAS_Seed,Black,Black
ENSG00000108379,PD_GWAS_Seed,Black,Black
ENSG00000108510,PD_GWAS_Seed,Black,Black
ENSG00000187775,PD_GWAS_Seed,Black,Black
ENSG00000176624,PD_GWAS_Seed,Black,Black
ENSG00000157540,PD_GWAS_Seed,Black,Black
ENSG00000004468,PD_GWAS_Seed,Black,Black
ENSG00000136243,PD_GWAS_Seed,Black,Black
ENSG00000141027,PD_GWAS_Seed,Black,Black
ENSG00000143486,PD_GWAS_Seed,Black,Black
ENSG00000214941,PD_GWAS_Seed,Black,Black
ENSG00000230042,PD_GWAS_Seed,Black,Black
ENSG00000099377,PD_GWAS_Seed,Black,Black
ENSG00000170425,PD_GWAS_Seed,Black,Black
ENSG00000247775,PD_GWAS_Seed,Black,Black
ENSG00000122550,PD_GWAS_Seed,Black,Black
ENSG00000133065,PD_GWAS_Seed,Black,Black
ENSG00000137441,PD_GWAS_Seed,Black,Black
ENSG00000139697,PD_GWAS_Seed,Black,Black
ENSG00000163749,PD_GWAS_Seed,Black,Black
ENSG00000167397,PD_GWAS_Seed,Black,Black
ENSG00000099365,PD_GWAS_Seed,Black,Black
ENSG00000103496,PD_GWAS_Seed,Black,Black
ENSG00000130783,PD_GWAS_Seed,Black,Black
ENSG00000145214,PD_GWAS_Seed,Black,Black
ENSG00000167394,PD_GWAS_Seed,Black,Black
ENSG00000180209,PD_GWAS_Seed,Black,Black
ENSG00000263142,PD_GWAS_Seed,Black,Black
ENSG00000206394,PD_GWAS_Seed,Black,Black
ENSG00000104219,PD_GWAS_Seed,Black,Black
ENSG00000243368,PD_GWAS_Seed,Black,Black
ENSG00000110801,PD_GWAS_Seed,Black,Black
ENSG00000136068,PD_GWAS_Seed,Black,Black
ENSG00000163346,PD_GWAS_Seed,Black,Black
ENSG00000167395,PD_GWAS_Seed,Black,Black
ENSG00000152214,PD_GWAS_Seed,Black,Black
ENSG00000103549,PD_GWAS_Seed,Black,Black
ENSG00000158023,PD_GWAS_Seed,Black,Black
ENSG00000198825,PD_GWAS_Seed,Black,Black
ENSG00000137449,PD_GWAS_Seed,Black,Black
ENSG00000138722,PD_GWAS_Seed,Black,Black
ENSG00000184209,PD_GWAS_Seed,Black,Black
ENSG00000214425,PD_GWAS_Seed,Black,Black
ENSG00000204264,PD_GWAS_Seed,Black,Black