Gene1,Gene2,Score
ENSG00000136146,ENSG00000143569,0.999327
ENSG00000124641,ENSG00000136146,0.999207
ENSG00000136146,ENSG00000063322,0.99934
ENSG00000136146,ENSG00000108510,0.999811
ENSG00000136146,ENSG00000156603,0.999049
ENSG00000136146,ENSG00000132964,0.999273
ENSG00000100393,ENSG00000100297,0.999375
ENSG00000100393,ENSG00000073111,0.999636
ENSG00000100393,ENSG00000112118,0.99969
ENSG00000096401,ENSG00000183431,0.999641
ENSG00000182004,ENSG00000096401,0.999503
ENSG00000096401,ENSG00000189091,0.999522
ENSG00000108654,ENSG00000100603,0.999627
ENSG00000100603,ENSG00000115524,0.999837
ENSG00000136450,ENSG00000100603,0.999402
ENSG00000104852,ENSG00000100603,0.999744
ENSG00000165119,ENSG00000100603,0.999819
ENSG00000100028,ENSG00000100603,0.999678
ENSG00000143368,ENSG00000100603,0.99965
ENSG00000174231,ENSG00000096401,0.99987
ENSG00000147274,ENSG00000096401,0.999053
ENSG00000096401,ENSG00000131876,0.999697
ENSG00000104852,ENSG00000096401,0.999308
ENSG00000096401,ENSG00000144028,0.999263
ENSG00000096401,ENSG00000100603,0.999531
ENSG00000096401,ENSG00000153187,0.999012
ENSG00000165119,ENSG00000096401,0.999094
ENSG00000063244,ENSG00000096401,0.999306
ENSG00000096401,ENSG00000141543,0.999618
ENSG00000096401,ENSG00000099995,0.999207
ENSG00000096401,ENSG00000115524,0.999787
ENSG00000096401,ENSG00000136450,0.999242
ENSG00000096401,ENSG00000108883,0.999913
ENSG00000108654,ENSG00000096401,0.999522
ENSG00000100603,ENSG00000174231,0.999842
ENSG00000100603,ENSG00000141543,0.999275
ENSG00000100603,ENSG00000153187,0.999429
ENSG00000100603,ENSG00000092199,0.999844
ENSG00000170144,ENSG00000100603,0.999693
ENSG00000144028,ENSG00000100603,0.999848
ENSG00000196591,ENSG00000100603,0.999133
ENSG00000100603,ENSG00000189091,0.999875
ENSG00000100603,ENSG00000147274,0.999828
ENSG00000100603,ENSG00000099995,0.999889
ENSG00000100603,ENSG00000109606,0.999701
ENSG00000100603,ENSG00000135486,0.99981
ENSG00000100603,ENSG00000108883,0.999851
ENSG00000100603,ENSG00000183431,0.999635
ENSG00000167862,ENSG00000147586,0.999183
ENSG00000174547,ENSG00000167862,0.999882
ENSG00000106028,ENSG00000167862,0.999078
ENSG00000164924,ENSG00000166913,0.999019
ENSG00000213619,ENSG00000140990,0.999205
ENSG00000167792,ENSG00000213619,0.999599
ENSG00000115286,ENSG00000213619,0.999741
ENSG00000115286,ENSG00000139180,0.999794
ENSG00000115286,ENSG00000158864,0.999673
ENSG00000139180,ENSG00000167792,0.999603
ENSG00000158864,ENSG00000139180,0.999617
ENSG00000140990,ENSG00000139180,0.999328
ENSG00000158864,ENSG00000167792,0.999347
ENSG00000096717,ENSG00000177606,0.999692
ENSG00000143569,ENSG00000177606,0.999665
ENSG00000080503,ENSG00000173473,0.999954
ENSG00000152234,ENSG00000005022,0.999678
ENSG00000005022,ENSG00000110955,0.99973
ENSG00000177606,ENSG00000132341,0.999053
ENSG00000177606,ENSG00000140988,0.999193
ENSG00000177606,ENSG00000116478,0.999854
ENSG00000177606,ENSG00000111642,0.999777
ENSG00000177606,ENSG00000168148,0.999645
ENSG00000082898,ENSG00000177606,0.999445
ENSG00000177606,ENSG00000101266,0.9999
ENSG00000177606,ENSG00000186298,0.999409
ENSG00000131051,ENSG00000177606,0.999208
ENSG00000253729,ENSG00000177606,0.999058
ENSG00000099942,ENSG00000177606,0.999057
ENSG00000177606,ENSG00000115233,0.999053
ENSG00000177606,ENSG00000165119,0.999334
ENSG00000177606,ENSG00000130726,0.999229
ENSG00000143799,ENSG00000177606,0.999015
ENSG00000177606,ENSG00000100603,0.999565
ENSG00000132646,ENSG00000177606,0.999081
ENSG00000073111,ENSG00000177606,0.999309
ENSG00000072501,ENSG00000177606,0.999358
ENSG00000099284,ENSG00000177606,0.999605
ENSG00000177606,ENSG00000004487,0.999761
ENSG00000122565,ENSG00000177606,0.999716
ENSG00000168148,ENSG00000118260,0.999585
ENSG00000141510,ENSG00000117748,0.99959
ENSG00000080503,ENSG00000177606,0.99913
ENSG00000079134,ENSG00000183684,0.999751
ENSG00000189091,ENSG00000179950,0.999102
ENSG00000165119,ENSG00000189091,0.999861
ENSG00000100387,ENSG00000139842,0.999995
ENSG00000115524,ENSG00000087365,0.999966
ENSG00000115524,ENSG00000189091,0.99997
ENSG00000110330,ENSG00000092098,0.999576
ENSG00000213024,ENSG00000108424,0.999175
ENSG00000117748,ENSG00000073111,0.99968
ENSG00000168036,ENSG00000186575,0.999103
ENSG00000113558,ENSG00000100387,0.99938
ENSG00000133026,ENSG00000100345,0.99973
ENSG00000140575,ENSG00000039068,0.999019
ENSG00000073111,ENSG00000106399,0.999303
ENSG00000132646,ENSG00000079246,0.999002
ENSG00000085276,ENSG00000116478,0.999567
ENSG00000143632,ENSG00000155657,0.999764
ENSG00000167986,ENSG00000145604,0.999829
ENSG00000139842,ENSG00000145604,0.999787
ENSG00000172534,ENSG00000186298,0.999554
ENSG00000101945,ENSG00000162521,0.999878
ENSG00000104824,ENSG00000165119,0.999617
ENSG00000100028,ENSG00000182004,0.999764
ENSG00000159692,ENSG00000196591,0.999584
ENSG00000092820,ENSG00000001626,0.999387
ENSG00000132341,ENSG00000108424,0.999301
ENSG00000100906,ENSG00000198909,0.999458
ENSG00000177606,ENSG00000103275,0.999085
ENSG00000159692,ENSG00000116478,0.999301
ENSG00000152234,ENSG00000165629,0.999929
ENSG00000165629,ENSG00000110955,0.999945
ENSG00000127616,ENSG00000136518,0.999891
ENSG00000196419,ENSG00000166896,0.999999
ENSG00000092820,ENSG00000186575,0.999621
ENSG00000153201,ENSG00000108424,0.999029
ENSG00000079785,ENSG00000101811,0.999648
ENSG00000136807,ENSG00000141510,0.999434
ENSG00000108840,ENSG00000141027,0.999179
ENSG00000122565,ENSG00000168148,0.999703
ENSG00000160691,ENSG00000198400,0.999009
ENSG00000075711,ENSG00000070808,0.999524
ENSG00000101945,ENSG00000130816,0.999761
ENSG00000115317,ENSG00000184047,0.999829
ENSG00000099942,ENSG00000177885,0.999174
ENSG00000169032,ENSG00000164885,0.999008
ENSG00000127616,ENSG00000111642,0.999741
ENSG00000254087,ENSG00000099942,0.999356
ENSG00000153071,ENSG00000161203,0.999233
ENSG00000165637,ENSG00000172115,0.999458
ENSG00000127022,ENSG00000167004,0.99961
ENSG00000089159,ENSG00000166333,0.999117
ENSG00000253729,ENSG00000143799,0.999293
ENSG00000172977,ENSG00000100393,0.999123
ENSG00000039068,ENSG00000035403,0.999534
ENSG00000133119,ENSG00000132646,0.999066
ENSG00000173039,ENSG00000112592,0.999079
ENSG00000065978,ENSG00000165119,0.999317
ENSG00000137309,ENSG00000177606,0.999336
ENSG00000140575,ENSG00000134982,0.999362
ENSG00000073111,ENSG00000132383,0.999115
ENSG00000141480,ENSG00000141367,0.999029
ENSG00000100393,ENSG00000111642,0.999399
ENSG00000143632,ENSG00000143549,0.999954
ENSG00000104852,ENSG00000122566,0.999616
ENSG00000012048,ENSG00000123374,0.999049
ENSG00000136518,ENSG00000080503,0.999929
ENSG00000072110,ENSG00000035403,0.999553
ENSG00000092820,ENSG00000168036,0.999794
ENSG00000196419,ENSG00000020922,0.999075
ENSG00000174231,ENSG00000133226,0.999684
ENSG00000092820,ENSG00000067560,0.999096
ENSG00000020922,ENSG00000116062,0.99941
ENSG00000181222,ENSG00000112592,0.999304
ENSG00000132604,ENSG00000079246,0.999522
ENSG00000197102,ENSG00000204843,0.999731
ENSG00000111581,ENSG00000047410,0.999105
ENSG00000162521,ENSG00000099956,0.999834
ENSG00000196591,ENSG00000127616,0.999058
ENSG00000127616,ENSG00000162521,0.99987
ENSG00000116478,ENSG00000080503,0.999773
ENSG00000162521,ENSG00000080503,0.999836
ENSG00000139613,ENSG00000127616,0.999943
ENSG00000127616,ENSG00000141027,0.999708
ENSG00000196591,ENSG00000196498,0.999653
ENSG00000106462,ENSG00000196591,0.999897
ENSG00000135446,ENSG00000132646,0.999021
ENSG00000189091,ENSG00000087365,0.999978
ENSG00000011304,ENSG00000165119,0.999746
ENSG00000150093,ENSG00000072110,0.999221
ENSG00000102003,ENSG00000106089,0.999392
ENSG00000172531,ENSG00000172534,0.999395
ENSG00000197265,ENSG00000177606,0.99922
ENSG00000177606,ENSG00000196498,0.999599
ENSG00000067369,ENSG00000183765,0.999229
ENSG00000092820,ENSG00000140575,0.999179
ENSG00000143368,ENSG00000115524,0.999945
ENSG00000134058,ENSG00000141510,0.999049
ENSG00000168148,ENSG00000100393,0.999778
ENSG00000111530,ENSG00000043093,0.999988
ENSG00000100387,ENSG00000043093,0.999985
ENSG00000158290,ENSG00000139842,0.99998
ENSG00000101945,ENSG00000169057,0.999304
ENSG00000100567,ENSG00000115233,0.999806
ENSG00000113648,ENSG00000116478,0.99928
ENSG00000084093,ENSG00000116478,0.999268
ENSG00000100764,ENSG00000115233,0.999497
ENSG00000135486,ENSG00000108654,0.99959
ENSG00000135486,ENSG00000169045,0.999877
ENSG00000165119,ENSG00000135486,0.999913
ENSG00000135486,ENSG00000125944,0.999806
ENSG00000169045,ENSG00000122566,0.999855
ENSG00000169045,ENSG00000165119,0.999849
ENSG00000099783,ENSG00000135486,0.999756
ENSG00000135486,ENSG00000147274,0.999902
ENSG00000169045,ENSG00000126945,0.999647
ENSG00000197451,ENSG00000135486,0.999018
ENSG00000135486,ENSG00000104824,0.999782
ENSG00000087088,ENSG00000130204,0.999117
ENSG00000080503,ENSG00000127616,0.999991
ENSG00000136485,ENSG00000167986,0.999191
ENSG00000127191,ENSG00000184047,0.99967
ENSG00000118260,ENSG00000275714,0.999072
ENSG00000181222,ENSG00000047315,0.999749
ENSG00000275714,ENSG00000074266,0.999274
ENSG00000127616,ENSG00000116478,0.999872
ENSG00000136997,ENSG00000100603,0.999076
ENSG00000141027,ENSG00000141510,0.999182
ENSG00000141027,ENSG00000100393,0.999511
ENSG00000169016,ENSG00000118058,0.999776
ENSG00000116478,ENSG00000100393,0.999228
ENSG00000142676,ENSG00000125691,0.999856
ENSG00000142676,ENSG00000122406,0.99973
ENSG00000188486,ENSG00000180596,0.999791
ENSG00000066117,ENSG00000080503,0.999981
ENSG00000111581,ENSG00000108424,0.999622
ENSG00000133226,ENSG00000125835,0.999634
ENSG00000099783,ENSG00000133226,0.999855
ENSG00000133226,ENSG00000100028,0.999542
ENSG00000133226,ENSG00000087365,0.999547
ENSG00000133226,ENSG00000189091,0.999362
ENSG00000143368,ENSG00000133226,0.999207
ENSG00000108883,ENSG00000133226,0.999765
ENSG00000108883,ENSG00000167978,0.999636
ENSG00000133226,ENSG00000147140,0.999606
ENSG00000133226,ENSG00000116560,0.999419
ENSG00000133226,ENSG00000196504,0.999769
ENSG00000141543,ENSG00000133226,0.999568
ENSG00000118260,ENSG00000196591,0.999299
ENSG00000080503,ENSG00000102054,0.999582
ENSG00000196591,ENSG00000275714,0.999017
ENSG00000094916,ENSG00000111642,0.999581
ENSG00000096717,ENSG00000106462,0.999378
ENSG00000188486,ENSG00000196419,0.99932
ENSG00000079246,ENSG00000188486,0.999739
ENSG00000196419,ENSG00000174405,0.999057
ENSG00000116478,ENSG00000112592,0.999236
ENSG00000116478,ENSG00000061273,0.999707
ENSG00000196591,ENSG00000061273,0.999676
ENSG00000184678,ENSG00000100393,0.999474
ENSG00000078043,ENSG00000177606,0.999006
ENSG00000163041,ENSG00000122565,0.999678
ENSG00000105202,ENSG00000101361,0.999974
ENSG00000100393,ENSG00000004487,0.999378
ENSG00000186298,ENSG00000164091,0.999223
ENSG00000043093,ENSG00000069869,0.999979
ENSG00000129084,ENSG00000175166,0.999446
ENSG00000129084,ENSG00000115233,0.99941
ENSG00000108840,ENSG00000116478,0.999595
ENSG00000069869,ENSG00000198909,0.999333
ENSG00000101361,ENSG00000055044,0.999937
ENSG00000116478,ENSG00000168148,0.999313
ENSG00000168148,ENSG00000196591,0.999551
ENSG00000196591,ENSG00000096717,0.999842
ENSG00000171862,ENSG00000099942,0.999322
ENSG00000113851,ENSG00000100387,0.99915
ENSG00000204390,ENSG00000100567,0.999139
ENSG00000100393,ENSG00000112592,0.999588
ENSG00000117748,ENSG00000132646,0.99935
ENSG00000132646,ENSG00000106399,0.999143
ENSG00000073111,ENSG00000164754,0.99982
ENSG00000132646,ENSG00000164754,0.999093
ENSG00000143632,ENSG00000198467,0.999908
ENSG00000136518,ENSG00000139613,0.999671
ENSG00000136518,ENSG00000066117,0.999761
ENSG00000165119,ENSG00000096717,0.999413
ENSG00000079246,ENSG00000116062,0.999344
ENSG00000108055,ENSG00000102974,0.999391
ENSG00000131462,ENSG00000123374,0.999425
ENSG00000160803,ENSG00000175166,0.999165
ENSG00000092199,ENSG00000104897,0.999421
ENSG00000108055,ENSG00000169057,0.999289
ENSG00000187531,ENSG00000105202,0.999379
ENSG00000100567,ENSG00000143106,0.999822
ENSG00000129084,ENSG00000143106,0.9994
ENSG00000130726,ENSG00000183765,0.999136
ENSG00000100567,ENSG00000100764,0.999139
ENSG00000165916,ENSG00000100804,0.999307
ENSG00000087191,ENSG00000100804,0.999317
ENSG00000011304,ENSG00000135486,0.999765
ENSG00000144028,ENSG00000135486,0.999691
ENSG00000136450,ENSG00000135486,0.999458
ENSG00000096401,ENSG00000135486,0.999814
ENSG00000135486,ENSG00000110107,0.999233
ENSG00000135486,ENSG00000100028,0.999351
ENSG00000165916,ENSG00000175166,0.999778
ENSG00000135486,ENSG00000138668,0.999778
ENSG00000126945,ENSG00000135486,0.999519
ENSG00000079785,ENSG00000135486,0.999386
ENSG00000135486,ENSG00000109606,0.999305
ENSG00000135829,ENSG00000135486,0.999164
ENSG00000108094,ENSG00000145604,0.999997
ENSG00000115053,ENSG00000070756,0.999213
ENSG00000188486,ENSG00000203852,0.999621
ENSG00000162521,ENSG00000177463,0.999094
ENSG00000100387,ENSG00000166167,0.999917
ENSG00000132646,ENSG00000141510,0.999399
ENSG00000012048,ENSG00000092820,0.999514
ENSG00000172531,ENSG00000075624,0.999448
ENSG00000172531,ENSG00000148798,0.99901
ENSG00000139842,ENSG00000055130,0.999837
ENSG00000167986,ENSG00000166167,0.999417
ENSG00000166167,ENSG00000139842,0.999525
ENSG00000165916,ENSG00000106588,0.999516
ENSG00000106588,ENSG00000087191,0.999541
ENSG00000175166,ENSG00000106588,0.999861
ENSG00000106588,ENSG00000115233,0.999759
ENSG00000147364,ENSG00000100387,0.999208
ENSG00000055130,ENSG00000036257,0.999621
ENSG00000036257,ENSG00000158290,0.999908
ENSG00000036257,ENSG00000167986,0.999559
ENSG00000139842,ENSG00000036257,0.999814
ENSG00000139842,ENSG00000136485,0.999773
ENSG00000139842,ENSG00000113558,0.999732
ENSG00000055130,ENSG00000166266,0.999378
ENSG00000166266,ENSG00000108094,0.999999
ENSG00000108094,ENSG00000158290,0.999999
ENSG00000055130,ENSG00000167986,0.999828
ENSG00000055130,ENSG00000173110,0.999069
ENSG00000121022,ENSG00000204390,0.999996
ENSG00000173110,ENSG00000121022,0.999995
ENSG00000168090,ENSG00000204390,0.999998
ENSG00000167986,ENSG00000043093,0.99998
ENSG00000109079,ENSG00000043093,0.99996
ENSG00000105202,ENSG00000130826,0.999811
ENSG00000010072,ENSG00000132383,0.999559
ENSG00000067715,ENSG00000220205,0.999417
ENSG00000088986,ENSG00000204843,0.999355
ENSG00000162231,ENSG00000108424,0.99908
ENSG00000198909,ENSG00000113575,0.999228
ENSG00000183684,ENSG00000133226,0.999532
ENSG00000183684,ENSG00000108883,0.999732
ENSG00000136450,ENSG00000183684,0.999374
ENSG00000101146,ENSG00000108424,0.999331
ENSG00000156374,ENSG00000168283,0.99976
ENSG00000105618,ENSG00000100138,0.999453
ENSG00000205937,ENSG00000005007,0.999308
ENSG00000159692,ENSG00000196498,0.999414
ENSG00000161203,ENSG00000141367,0.9999
ENSG00000196586,ENSG00000141367,0.999561
ENSG00000149269,ENSG00000196586,0.999304
ENSG00000101665,ENSG00000039068,0.999149
ENSG00000123374,ENSG00000112742,0.999619
ENSG00000168036,ENSG00000012048,0.99923
ENSG00000198034,ENSG00000171863,0.999745
ENSG00000198034,ENSG00000142937,0.999094
ENSG00000198034,ENSG00000105193,0.999764
ENSG00000198034,ENSG00000182774,0.999838
ENSG00000198034,ENSG00000105372,0.999798
ENSG00000008988,ENSG00000198034,0.99983
ENSG00000198034,ENSG00000083845,0.999888
ENSG00000137154,ENSG00000198034,0.999454
ENSG00000170889,ENSG00000198034,0.999806
ENSG00000198034,ENSG00000142534,0.999896
ENSG00000198034,ENSG00000110700,0.999417
ENSG00000096150,ENSG00000198034,0.999893
ENSG00000198034,ENSG00000140988,0.999114
ENSG00000198034,ENSG00000149273,0.999132
ENSG00000198034,ENSG00000124614,0.999806
ENSG00000145604,ENSG00000166167,0.999677
ENSG00000112742,ENSG00000142192,0.999376
ENSG00000144021,ENSG00000142192,0.999912
ENSG00000175166,ENSG00000100519,0.99976
ENSG00000189091,ENSG00000099995,0.999935
ENSG00000182004,ENSG00000125835,0.999761
ENSG00000165916,ENSG00000115233,0.999523
ENSG00000197958,ENSG00000167526,0.999904
ENSG00000174444,ENSG00000156482,0.99928
ENSG00000156482,ENSG00000089009,0.999655
ENSG00000122406,ENSG00000147604,0.999625
ENSG00000105193,ENSG00000197958,0.999394
ENSG00000105193,ENSG00000167526,0.9999
ENSG00000197958,ENSG00000118181,0.999066
ENSG00000118181,ENSG00000105193,0.999276
ENSG00000145425,ENSG00000122026,0.999136
ENSG00000122406,ENSG00000145425,0.999401
ENSG00000089009,ENSG00000145425,0.999163
ENSG00000145425,ENSG00000148303,0.999538
ENSG00000145425,ENSG00000147604,0.999477
ENSG00000149273,ENSG00000198755,0.999195
ENSG00000149273,ENSG00000122026,0.999265
ENSG00000148303,ENSG00000149273,0.999199
ENSG00000122406,ENSG00000198034,0.999687
ENSG00000198034,ENSG00000147604,0.999072
ENSG00000137154,ENSG00000125691,0.999787
ENSG00000145425,ENSG00000137154,0.999637
ENSG00000145425,ENSG00000168028,0.999027
ENSG00000166226,ENSG00000146731,0.999648
ENSG00000135624,ENSG00000146731,0.999538
ENSG00000175166,ENSG00000115233,0.99967
ENSG00000145425,ENSG00000174444,0.999696
ENSG00000147604,ENSG00000149273,0.99951
ENSG00000087191,ENSG00000115233,0.999426
ENSG00000167526,ENSG00000118181,0.999792
ENSG00000099995,ENSG00000131876,0.999215
ENSG00000099995,ENSG00000115524,0.999894
ENSG00000150753,ENSG00000135624,0.999374
ENSG00000122406,ENSG00000089157,0.999441
ENSG00000198034,ENSG00000089157,0.999723
ENSG00000089157,ENSG00000149273,0.999205
ENSG00000125944,ENSG00000092199,0.999683
ENSG00000149273,ENSG00000170889,0.999479
ENSG00000143368,ENSG00000099995,0.99916
ENSG00000089157,ENSG00000145425,0.999158
ENSG00000165119,ENSG00000153187,0.999846
ENSG00000145425,ENSG00000170889,0.999414
ENSG00000100567,ENSG00000175166,0.999854
ENSG00000100902,ENSG00000175166,0.9993
ENSG00000198755,ENSG00000167526,0.999803
ENSG00000142676,ENSG00000167526,0.999721
ENSG00000174748,ENSG00000197958,0.999245
ENSG00000174748,ENSG00000167526,0.999791
ENSG00000197958,ENSG00000105640,0.999733
ENSG00000197958,ENSG00000108298,0.999226
ENSG00000167526,ENSG00000108298,0.999863
ENSG00000105640,ENSG00000108298,0.999179
ENSG00000197958,ENSG00000122026,0.9993
ENSG00000167526,ENSG00000122026,0.999876
ENSG00000105640,ENSG00000122026,0.999217
ENSG00000198755,ENSG00000125691,0.99971
ENSG00000125691,ENSG00000197958,0.999895
ENSG00000125691,ENSG00000167526,0.99984
ENSG00000174748,ENSG00000125691,0.999803
ENSG00000125691,ENSG00000105640,0.999892
ENSG00000063177,ENSG00000125691,0.999675
ENSG00000108298,ENSG00000125691,0.999786
ENSG00000198242,ENSG00000125691,0.999676
ENSG00000114391,ENSG00000197958,0.999811
ENSG00000167526,ENSG00000114391,0.999933
ENSG00000174748,ENSG00000114391,0.999395
ENSG00000114391,ENSG00000105640,0.999786
ENSG00000114391,ENSG00000108298,0.999349
ENSG00000114391,ENSG00000122026,0.999453
ENSG00000114391,ENSG00000125691,0.999922
ENSG00000166441,ENSG00000167526,0.999819
ENSG00000197958,ENSG00000131469,0.99925
ENSG00000131469,ENSG00000125691,0.999758
ENSG00000198755,ENSG00000156482,0.999465
ENSG00000156482,ENSG00000197958,0.999837
ENSG00000174748,ENSG00000156482,0.999465
ENSG00000156482,ENSG00000105640,0.999859
ENSG00000108298,ENSG00000156482,0.9993
ENSG00000071082,ENSG00000197958,0.999295
ENSG00000071082,ENSG00000105640,0.999226
ENSG00000125691,ENSG00000071082,0.999797
ENSG00000114391,ENSG00000071082,0.999425
ENSG00000197756,ENSG00000125691,0.999679
ENSG00000197756,ENSG00000114391,0.999179
ENSG00000197756,ENSG00000156482,0.999684
ENSG00000174444,ENSG00000167526,0.999487
ENSG00000198755,ENSG00000122406,0.999577
ENSG00000122406,ENSG00000197958,0.999661
ENSG00000122406,ENSG00000167526,0.999648
ENSG00000122406,ENSG00000174748,0.999596
ENSG00000122406,ENSG00000108298,0.999575
ENSG00000122406,ENSG00000122026,0.999579
ENSG00000122406,ENSG00000198242,0.999541
ENSG00000114391,ENSG00000122406,0.999714
ENSG00000166441,ENSG00000122406,0.999504
ENSG00000156482,ENSG00000122406,0.999342
ENSG00000122406,ENSG00000071082,0.999554
ENSG00000100316,ENSG00000122406,0.99963
ENSG00000089009,ENSG00000147403,0.999506
ENSG00000197958,ENSG00000089009,0.999262
ENSG00000167526,ENSG00000089009,0.999342
ENSG00000089009,ENSG00000105640,0.999231
ENSG00000089009,ENSG00000125691,0.999769
ENSG00000114391,ENSG00000089009,0.999359
ENSG00000197958,ENSG00000148303,0.999351
ENSG00000148303,ENSG00000167526,0.999854
ENSG00000105640,ENSG00000148303,0.999286
ENSG00000148303,ENSG00000125691,0.99983
ENSG00000148303,ENSG00000156482,0.999703
ENSG00000122406,ENSG00000148303,0.999665
ENSG00000147604,ENSG00000197958,0.999288
ENSG00000147604,ENSG00000105640,0.999251
ENSG00000147604,ENSG00000125691,0.999832
ENSG00000114391,ENSG00000147604,0.999279
ENSG00000156482,ENSG00000147604,0.999711
ENSG00000163682,ENSG00000197958,0.999783
ENSG00000108298,ENSG00000163682,0.999645
ENSG00000163682,ENSG00000122026,0.999652
ENSG00000114391,ENSG00000163682,0.999837
ENSG00000163682,ENSG00000131469,0.999568
ENSG00000163682,ENSG00000122406,0.999656
ENSG00000163682,ENSG00000124614,0.999585
ENSG00000142534,ENSG00000114391,0.999186
ENSG00000142534,ENSG00000122406,0.999461
ENSG00000110700,ENSG00000122406,0.999635
ENSG00000142676,ENSG00000164587,0.999598
ENSG00000164587,ENSG00000174748,0.999576
ENSG00000063177,ENSG00000164587,0.999652
ENSG00000164587,ENSG00000108298,0.999458
ENSG00000197756,ENSG00000164587,0.999588
