Gene1,Gene2,Score
ENSG00000164587,ENSG00000174444,0.99974
ENSG00000089009,ENSG00000164587,0.999668
ENSG00000164587,ENSG00000147604,0.999732
ENSG00000163682,ENSG00000164587,0.999603
ENSG00000142534,ENSG00000164587,0.999788
ENSG00000110700,ENSG00000164587,0.999694
ENSG00000134419,ENSG00000125691,0.999709
ENSG00000134419,ENSG00000156482,0.999295
ENSG00000122406,ENSG00000134419,0.999349
ENSG00000164587,ENSG00000134419,0.9997
ENSG00000105640,ENSG00000105193,0.999262
ENSG00000125691,ENSG00000105193,0.999855
ENSG00000114391,ENSG00000105193,0.99944
ENSG00000105193,ENSG00000122406,0.99959
ENSG00000122406,ENSG00000105372,0.999461
ENSG00000163682,ENSG00000008988,0.999131
ENSG00000186468,ENSG00000167526,0.999823
ENSG00000125691,ENSG00000186468,0.999758
ENSG00000114391,ENSG00000186468,0.999153
ENSG00000163682,ENSG00000186468,0.999541
ENSG00000164587,ENSG00000186468,0.999776
ENSG00000186468,ENSG00000105193,0.999228
ENSG00000138326,ENSG00000164587,0.999472
ENSG00000118181,ENSG00000114391,0.999136
ENSG00000197728,ENSG00000105640,0.999049
ENSG00000163682,ENSG00000197728,0.999636
ENSG00000197728,ENSG00000105193,0.999353
ENSG00000233927,ENSG00000125691,0.999556
ENSG00000114391,ENSG00000233927,0.999092
ENSG00000163682,ENSG00000233927,0.999258
ENSG00000105193,ENSG00000233927,0.999061
ENSG00000140988,ENSG00000147403,0.999256
ENSG00000140988,ENSG00000156482,0.99935
ENSG00000140988,ENSG00000164587,0.999796
ENSG00000145425,ENSG00000167526,0.999461
ENSG00000145425,ENSG00000265681,0.999139
ENSG00000145425,ENSG00000105640,0.9994
ENSG00000114391,ENSG00000145425,0.999491
ENSG00000145425,ENSG00000100316,0.999326
ENSG00000110700,ENSG00000145425,0.999595
ENSG00000138326,ENSG00000145425,0.999395
ENSG00000145425,ENSG00000118181,0.999693
ENSG00000145425,ENSG00000197728,0.999497
ENSG00000142676,ENSG00000149273,0.999342
ENSG00000197958,ENSG00000149273,0.999203
ENSG00000265681,ENSG00000149273,0.999249
ENSG00000105640,ENSG00000149273,0.999179
ENSG00000149273,ENSG00000108298,0.999269
ENSG00000198242,ENSG00000149273,0.99918
ENSG00000114391,ENSG00000149273,0.999348
ENSG00000149273,ENSG00000122406,0.999241
ENSG00000149273,ENSG00000142534,0.999552
ENSG00000134419,ENSG00000149273,0.999472
ENSG00000149273,ENSG00000105193,0.99921
ENSG00000186468,ENSG00000149273,0.999541
ENSG00000138326,ENSG00000149273,0.999505
ENSG00000149273,ENSG00000197728,0.999514
ENSG00000149273,ENSG00000233927,0.999475
ENSG00000140988,ENSG00000149273,0.999391
ENSG00000198034,ENSG00000198755,0.999772
ENSG00000198034,ENSG00000142676,0.999166
ENSG00000198034,ENSG00000197958,0.999828
ENSG00000198034,ENSG00000167526,0.999858
ENSG00000174748,ENSG00000198034,0.999835
ENSG00000105640,ENSG00000198034,0.999255
ENSG00000198034,ENSG00000108298,0.999816
ENSG00000198034,ENSG00000122026,0.999819
ENSG00000114391,ENSG00000198034,0.999911
ENSG00000166441,ENSG00000198034,0.999718
ENSG00000198034,ENSG00000100316,0.9996
ENSG00000148303,ENSG00000198034,0.999943
ENSG00000198034,ENSG00000163682,0.999712
ENSG00000134419,ENSG00000198034,0.999851
ENSG00000198034,ENSG00000186468,0.999808
ENSG00000138326,ENSG00000198034,0.999813
ENSG00000198034,ENSG00000197728,0.99988
ENSG00000233927,ENSG00000198034,0.999883
ENSG00000122406,ENSG00000083845,0.99909
ENSG00000083845,ENSG00000163682,0.999564
ENSG00000105193,ENSG00000083845,0.999069
ENSG00000149273,ENSG00000083845,0.999562
ENSG00000137154,ENSG00000164587,0.999778
ENSG00000149273,ENSG00000137154,0.999379
ENSG00000174748,ENSG00000171863,0.999149
ENSG00000122406,ENSG00000171863,0.999453
ENSG00000186468,ENSG00000171863,0.999403
ENSG00000149273,ENSG00000171863,0.999425
ENSG00000142937,ENSG00000125691,0.999567
ENSG00000142937,ENSG00000156482,0.99947
ENSG00000142937,ENSG00000164587,0.999676
ENSG00000149273,ENSG00000142937,0.999288
ENSG00000168028,ENSG00000125691,0.999187
ENSG00000115524,ENSG00000183431,0.999887
ENSG00000174231,ENSG00000100028,0.999728
ENSG00000142676,ENSG00000145425,0.999018
ENSG00000115524,ENSG00000131876,0.999179
ENSG00000110700,ENSG00000125691,0.999812
ENSG00000142534,ENSG00000105193,0.999215
ENSG00000063177,ENSG00000156482,0.999592
ENSG00000138326,ENSG00000171863,0.999068
ENSG00000125691,ENSG00000174444,0.999856
ENSG00000198242,ENSG00000167526,0.999675
ENSG00000122406,ENSG00000138326,0.999586
ENSG00000198034,ENSG00000118181,0.999908
ENSG00000122026,ENSG00000147403,0.999063
ENSG00000105372,ENSG00000145425,0.999446
ENSG00000233927,ENSG00000167526,0.999799
ENSG00000164587,ENSG00000125691,0.999875
ENSG00000140988,ENSG00000125691,0.999716
ENSG00000156482,ENSG00000137154,0.999592
ENSG00000143106,ENSG00000175166,0.999725
ENSG00000147604,ENSG00000147403,0.999444
ENSG00000149273,ENSG00000110700,0.999295
ENSG00000198034,ENSG00000131469,0.999813
ENSG00000189091,ENSG00000131876,0.999978
ENSG00000149273,ENSG00000118181,0.999611
ENSG00000122406,ENSG00000182774,0.999119
ENSG00000125691,ENSG00000122026,0.999813
ENSG00000144028,ENSG00000131876,0.999696
ENSG00000114391,ENSG00000166441,0.999414
ENSG00000143368,ENSG00000189091,0.999925
ENSG00000008988,ENSG00000122406,0.999075
ENSG00000138326,ENSG00000125691,0.999772
ENSG00000105640,ENSG00000174748,0.999247
ENSG00000198034,ENSG00000125691,0.999806
ENSG00000164587,ENSG00000149273,0.999567
ENSG00000167526,ENSG00000147604,0.999321
ENSG00000164587,ENSG00000122406,0.999713
ENSG00000071082,ENSG00000145425,0.999018
ENSG00000156482,ENSG00000170889,0.999038
ENSG00000197728,ENSG00000186468,0.999002
ENSG00000163682,ENSG00000105372,0.999588
ENSG00000188846,ENSG00000125691,0.999603
ENSG00000149273,ENSG00000125691,0.999511
ENSG00000197728,ENSG00000197958,0.999125
ENSG00000186468,ENSG00000156482,0.999388
ENSG00000166441,ENSG00000197958,0.999244
ENSG00000148303,ENSG00000114391,0.9994
ENSG00000125691,ENSG00000105372,0.999756
ENSG00000197728,ENSG00000122406,0.999496
ENSG00000125691,ENSG00000197728,0.99979
ENSG00000145425,ENSG00000198242,0.999124
ENSG00000182774,ENSG00000163682,0.999465
ENSG00000125691,ENSG00000008988,0.999501
ENSG00000125691,ENSG00000156482,0.999606
ENSG00000100316,ENSG00000125691,0.999724
ENSG00000105640,ENSG00000197756,0.999215
ENSG00000124614,ENSG00000164587,0.99969
ENSG00000174231,ENSG00000182004,0.999943
ENSG00000114391,ENSG00000197728,0.999338
ENSG00000147403,ENSG00000174444,0.99927
ENSG00000182774,ENSG00000125691,0.999704
ENSG00000118181,ENSG00000122406,0.999748
ENSG00000164587,ENSG00000105640,0.99988
ENSG00000125691,ENSG00000171863,0.999674
ENSG00000125691,ENSG00000083845,0.999749
ENSG00000198242,ENSG00000156482,0.999313
ENSG00000125691,ENSG00000089157,0.99963
ENSG00000188846,ENSG00000147403,0.999381
ENSG00000131469,ENSG00000156482,0.999637
ENSG00000163682,ENSG00000071082,0.999626
ENSG00000125691,ENSG00000142534,0.999755
ENSG00000144028,ENSG00000189091,0.999817
ENSG00000147403,ENSG00000197728,0.999214
ENSG00000125944,ENSG00000136450,0.999046
ENSG00000008988,ENSG00000167526,0.999223
ENSG00000125691,ENSG00000147403,0.999364
ENSG00000164587,ENSG00000198242,0.999575
ENSG00000144028,ENSG00000115524,0.999404
ENSG00000135486,ENSG00000153187,0.999896
ENSG00000145425,ENSG00000125691,0.999747
ENSG00000100567,ENSG00000100519,0.999344
ENSG00000189091,ENSG00000174231,0.999943
ENSG00000105193,ENSG00000089157,0.99929
ENSG00000125691,ENSG00000118181,0.999894
ENSG00000254772,ENSG00000156508,0.999802
ENSG00000147274,ENSG00000099995,0.999813
ENSG00000115524,ENSG00000136450,0.99988
ENSG00000115524,ENSG00000165119,0.999774
ENSG00000138326,ENSG00000163682,0.99966
ENSG00000153187,ENSG00000065978,0.999641
ENSG00000125944,ENSG00000165119,0.999923
ENSG00000165119,ENSG00000170144,0.999724
ENSG00000044574,ENSG00000109971,0.999298
ENSG00000100028,ENSG00000115524,0.999895
ENSG00000189091,ENSG00000136450,0.999738
ENSG00000169045,ENSG00000147274,0.999548
ENSG00000099995,ENSG00000077312,0.999231
ENSG00000168028,ENSG00000164587,0.999251
ENSG00000125944,ENSG00000108883,0.999002
ENSG00000156482,ENSG00000122026,0.999279
ENSG00000115524,ENSG00000108883,0.999856
ENSG00000167526,ENSG00000156482,0.999747
ENSG00000089157,ENSG00000167526,0.999649
ENSG00000153187,ENSG00000108883,0.999592
ENSG00000136450,ENSG00000131876,0.999528
ENSG00000131876,ENSG00000108883,0.999684
ENSG00000174231,ENSG00000115524,0.999946
ENSG00000100316,ENSG00000089157,0.99913
ENSG00000142534,ENSG00000089157,0.999455
ENSG00000171863,ENSG00000124614,0.999299
ENSG00000171863,ENSG00000167526,0.999473
ENSG00000125944,ENSG00000189091,0.999642
ENSG00000142676,ENSG00000089157,0.999234
ENSG00000153187,ENSG00000131876,0.99943
ENSG00000092199,ENSG00000108883,0.999661
ENSG00000169813,ENSG00000165119,0.999089
ENSG00000156482,ENSG00000188846,0.99956
ENSG00000164587,ENSG00000105372,0.999827
ENSG00000171863,ENSG00000170889,0.999504
ENSG00000125944,ENSG00000147274,0.999653
ENSG00000147403,ENSG00000148303,0.9995
ENSG00000174231,ENSG00000131876,0.999961
ENSG00000063244,ENSG00000144028,0.999811
ENSG00000147403,ENSG00000156482,0.999114
ENSG00000147274,ENSG00000087365,0.999756
ENSG00000156482,ENSG00000089157,0.999103
ENSG00000156482,ENSG00000166441,0.999364
ENSG00000099995,ENSG00000136450,0.999731
ENSG00000164587,ENSG00000089157,0.999278
ENSG00000062822,ENSG00000117748,0.999607
ENSG00000083845,ENSG00000089157,0.999367
ENSG00000156482,ENSG00000105193,0.999704
ENSG00000167526,ENSG00000110700,0.99955
ENSG00000164587,ENSG00000105193,0.999888
ENSG00000118181,ENSG00000164587,0.999752
ENSG00000122406,ENSG00000170889,0.999656
ENSG00000063177,ENSG00000147403,0.999333
ENSG00000153187,ENSG00000174231,0.999458
ENSG00000092199,ENSG00000144028,0.999843
ENSG00000171863,ENSG00000105372,0.999655
ENSG00000149273,ENSG00000182774,0.999323
ENSG00000108883,ENSG00000165119,0.999687
ENSG00000087365,ENSG00000131876,0.999144
ENSG00000136450,ENSG00000108883,0.999599
ENSG00000164587,ENSG00000148303,0.999738
ENSG00000124614,ENSG00000122406,0.999538
ENSG00000125944,ENSG00000115524,0.999803
ENSG00000164587,ENSG00000170889,0.999778
ENSG00000144028,ENSG00000153187,0.999455
ENSG00000118181,ENSG00000171863,0.999173
ENSG00000131469,ENSG00000145425,0.999253
ENSG00000164587,ENSG00000197728,0.999801
ENSG00000089157,ENSG00000118181,0.999118
ENSG00000197728,ENSG00000156482,0.999522
ENSG00000134419,ENSG00000167526,0.999717
ENSG00000197728,ENSG00000118181,0.999046
ENSG00000144028,ENSG00000136450,0.999466
ENSG00000172809,ENSG00000122406,0.999396
ENSG00000138071,ENSG00000111229,0.999254
ENSG00000041357,ENSG00000175166,0.999844
ENSG00000159377,ENSG00000175166,0.999773
ENSG00000100804,ENSG00000175166,0.999656
ENSG00000265681,ENSG00000197958,0.999205
ENSG00000265681,ENSG00000167526,0.99986
ENSG00000105640,ENSG00000265681,0.999112
ENSG00000265681,ENSG00000114391,0.999389
ENSG00000265681,ENSG00000122406,0.999547
ENSG00000163682,ENSG00000265681,0.999567
ENSG00000143947,ENSG00000198755,0.999019
ENSG00000143947,ENSG00000105640,0.999357
ENSG00000143947,ENSG00000108298,0.999135
ENSG00000143947,ENSG00000122406,0.999203
ENSG00000148303,ENSG00000143947,0.999303
ENSG00000163682,ENSG00000143947,0.999152
ENSG00000143947,ENSG00000105193,0.999604
ENSG00000105372,ENSG00000143947,0.999292
ENSG00000186468,ENSG00000143947,0.999356
ENSG00000143947,ENSG00000138326,0.999471
ENSG00000143947,ENSG00000197728,0.999464
ENSG00000143947,ENSG00000140988,0.999347
ENSG00000265681,ENSG00000198034,0.999813
ENSG00000143947,ENSG00000198034,0.999494
ENSG00000115233,ENSG00000143106,0.999489
ENSG00000122026,ENSG00000143947,0.999029
ENSG00000143947,ENSG00000110700,0.999346
ENSG00000142534,ENSG00000143947,0.999382
ENSG00000159377,ENSG00000115233,0.99938
ENSG00000143947,ENSG00000145425,0.99928
ENSG00000144028,ENSG00000100028,0.999284
ENSG00000174748,ENSG00000143947,0.999129
ENSG00000174231,ENSG00000104852,0.999752
ENSG00000143947,ENSG00000168028,0.99937
ENSG00000143947,ENSG00000089157,0.999106
ENSG00000125691,ENSG00000265681,0.999758
ENSG00000152234,ENSG00000099624,0.999505
ENSG00000143947,ENSG00000174444,0.999356
ENSG00000174231,ENSG00000099995,0.999617
ENSG00000143947,ENSG00000265681,0.999151
ENSG00000105202,ENSG00000100138,0.999672
ENSG00000143947,ENSG00000149273,0.999116
ENSG00000125691,ENSG00000143947,0.999413
ENSG00000198242,ENSG00000143947,0.9991
ENSG00000114391,ENSG00000143947,0.999108
ENSG00000118705,ENSG00000163902,0.99921
ENSG00000099995,ENSG00000144028,0.999897
ENSG00000115286,ENSG00000167792,0.999645
ENSG00000147274,ENSG00000189091,0.999758
ENSG00000131467,ENSG00000143106,0.999337
ENSG00000063244,ENSG00000099783,0.999586
ENSG00000077312,ENSG00000115524,0.999747
ENSG00000063244,ENSG00000153187,0.999051
ENSG00000144028,ENSG00000104852,0.999779
ENSG00000164587,ENSG00000213741,0.999357
ENSG00000143947,ENSG00000083845,0.999338
ENSG00000183431,ENSG00000104852,0.999385
ENSG00000115053,ENSG00000147604,0.999267
ENSG00000110955,ENSG00000099624,0.999527
ENSG00000065978,ENSG00000189091,0.999284
ENSG00000142676,ENSG00000143947,0.999229
ENSG00000143368,ENSG00000183684,0.999232
ENSG00000077312,ENSG00000189091,0.999795
ENSG00000099783,ENSG00000108883,0.999801
ENSG00000071082,ENSG00000143947,0.999184
ENSG00000041357,ENSG00000115233,0.99961
ENSG00000100138,ENSG00000099783,0.999563
ENSG00000115524,ENSG00000147274,0.999789
ENSG00000099783,ENSG00000147274,0.999635
ENSG00000189091,ENSG00000099783,0.999795
ENSG00000189091,ENSG00000063244,0.999887
ENSG00000125944,ENSG00000099995,0.999751
ENSG00000153187,ENSG00000099995,0.9995
ENSG00000099995,ENSG00000099783,0.999742
ENSG00000063244,ENSG00000115524,0.999813
ENSG00000099783,ENSG00000131876,0.999673
ENSG00000092199,ENSG00000147274,0.999724
ENSG00000115524,ENSG00000099783,0.999849
ENSG00000099995,ENSG00000092199,0.999845
ENSG00000099783,ENSG00000092199,0.999769
ENSG00000143368,ENSG00000147274,0.999605
ENSG00000041357,ENSG00000131467,0.999354
ENSG00000124614,ENSG00000143947,0.999417
ENSG00000100028,ENSG00000099783,0.99962
ENSG00000131876,ENSG00000063244,0.999715
ENSG00000123416,ENSG00000167553,0.999593
ENSG00000099783,ENSG00000136450,0.999646
ENSG00000099995,ENSG00000165119,0.999828
ENSG00000183684,ENSG00000099783,0.999602
ENSG00000125944,ENSG00000099783,0.999589
ENSG00000213741,ENSG00000182774,0.999101
ENSG00000115286,ENSG00000140990,0.999256
ENSG00000087365,ENSG00000065978,0.999563
ENSG00000165119,ENSG00000099783,0.999757
ENSG00000174231,ENSG00000099783,0.999795
ENSG00000100138,ENSG00000092199,0.999578
ENSG00000131467,ENSG00000087191,0.999112
ENSG00000175166,ENSG00000131467,0.999868
ENSG00000122566,ENSG00000065978,0.999391
ENSG00000063244,ENSG00000092199,0.999808
ENSG00000125944,ENSG00000063244,0.999529
ENSG00000100138,ENSG00000165119,0.999573
ENSG00000125944,ENSG00000104852,0.999497
ENSG00000104852,ENSG00000153187,0.999335
ENSG00000156508,ENSG00000114942,0.999815
ENSG00000125944,ENSG00000138668,0.999622
ENSG00000138668,ENSG00000147274,0.999422
ENSG00000115053,ENSG00000122406,0.99964
ENSG00000115053,ENSG00000137154,0.999323
ENSG00000115053,ENSG00000105640,0.999314
ENSG00000108654,ENSG00000109606,0.999793
ENSG00000136450,ENSG00000108654,0.999124
ENSG00000105618,ENSG00000115524,0.999898
ENSG00000141543,ENSG00000205937,0.999776
ENSG00000108654,ENSG00000189091,0.999776
ENSG00000105618,ENSG00000189091,0.999906
ENSG00000108654,ENSG00000063244,0.999688
ENSG00000131876,ENSG00000108654,0.999892
ENSG00000099783,ENSG00000116560,0.999714
ENSG00000147140,ENSG00000099783,0.99982
ENSG00000204390,ENSG00000044574,1
ENSG00000185624,ENSG00000044574,0.999661
ENSG00000161960,ENSG00000063046,0.999922
ENSG00000167552,ENSG00000258947,0.999022
ENSG00000063046,ENSG00000114867,0.999698
ENSG00000147684,ENSG00000110955,0.999555
ENSG00000047410,ENSG00000132341,0.999069
ENSG00000110955,ENSG00000140740,0.999733
ENSG00000105618,ENSG00000099995,0.999904
ENSG00000105618,ENSG00000183431,0.999115
ENSG00000110107,ENSG00000189091,0.999502
ENSG00000131876,ENSG00000105618,0.99976
ENSG00000099995,ENSG00000108654,0.999902
ENSG00000108654,ENSG00000099783,0.999751
ENSG00000167978,ENSG00000115524,0.999538
ENSG00000099783,ENSG00000079785,0.99914
ENSG00000108654,ENSG00000147274,0.999249
ENSG00000147274,ENSG00000141543,0.999015
ENSG00000099783,ENSG00000110107,0.999219
ENSG00000110107,ENSG00000108883,0.999384
ENSG00000104897,ENSG00000105618,0.999843
ENSG00000116752,ENSG00000100138,0.999767
ENSG00000242372,ENSG00000163938,0.999317
ENSG00000174547,ENSG00000262814,0.999898
ENSG00000196504,ENSG00000099783,0.999537
ENSG00000143436,ENSG00000174547,0.9999
ENSG00000165119,ENSG00000109606,0.999524
ENSG00000147274,ENSG00000109606,0.999603
ENSG00000171453,ENSG00000148606,0.999821
ENSG00000167004,ENSG00000044574,0.999117
ENSG00000197958,ENSG00000262814,0.999694
ENSG00000165629,ENSG00000132305,0.999209
ENSG00000148290,ENSG00000014919,0.999485
ENSG00000089597,ENSG00000127022,0.999598
ENSG00000107796,ENSG00000159251,0.999689
ENSG00000044574,ENSG00000173110,1
ENSG00000173110,ENSG00000204390,0.999997
ENSG00000262814,ENSG00000142676,0.999029
ENSG00000075239,ENSG00000167315,0.999855
ENSG00000072110,ENSG00000092820,0.999639
ENSG00000166598,ENSG00000185624,0.999254
ENSG00000177733,ENSG00000125970,0.99928
ENSG00000143549,ENSG00000198467,0.999578
ENSG00000143549,ENSG00000140416,0.99969
ENSG00000141027,ENSG00000080503,0.999694
ENSG00000162521,ENSG00000101266,0.999745
ENSG00000130204,ENSG00000030110,0.999558
ENSG00000197879,ENSG00000133026,0.99941
ENSG00000099917,ENSG00000143569,0.999321
ENSG00000213639,ENSG00000172534,0.999486
ENSG00000104356,ENSG00000105202,0.999487
ENSG00000141027,ENSG00000073584,0.999417
ENSG00000073578,ENSG00000213619,0.999775
ENSG00000137312,ENSG00000220205,0.99933
ENSG00000262814,ENSG00000140988,0.999172
ENSG00000104356,ENSG00000101361,0.999501
ENSG00000152234,ENSG00000204390,1
ENSG00000220205,ENSG00000132589,0.999766
ENSG00000233927,ENSG00000147586,0.999097
ENSG00000138071,ENSG00000110880,0.999809
ENSG00000135972,ENSG00000096150,0.999281
ENSG00000262814,ENSG00000188846,0.999056
ENSG00000262814,ENSG00000108298,0.999286
ENSG00000262814,ENSG00000125691,0.999083
ENSG00000063177,ENSG00000262814,0.999117
ENSG00000073578,ENSG00000131828,0.999148
ENSG00000148303,ENSG00000262814,0.999512
ENSG00000275714,ENSG00000113648,0.999519
ENSG00000094916,ENSG00000102054,0.999748
ENSG00000178691,ENSG00000094916,0.999165
ENSG00000141543,ENSG00000183684,0.999143
ENSG00000092199,ENSG00000141543,0.999466
ENSG00000104852,ENSG00000141543,0.999013
ENSG00000141543,ENSG00000115524,0.999824
ENSG00000141543,ENSG00000189091,0.999502
ENSG00000141543,ENSG00000144028,0.999005
ENSG00000108883,ENSG00000141543,0.999825
ENSG00000165119,ENSG00000141543,0.999188
ENSG00000099783,ENSG00000141543,0.999533
ENSG00000141543,ENSG00000100028,0.999012
ENSG00000043093,ENSG00000134086,0.999981
ENSG00000163631,ENSG00000115414,0.999819
ENSG00000162692,ENSG00000110880,0.999809
ENSG00000096717,ENSG00000074266,0.999092
ENSG00000141027,ENSG00000177606,0.999797
ENSG00000147140,ENSG00000196504,0.999912
ENSG00000196504,ENSG00000115524,0.999521
ENSG00000116560,ENSG00000196504,0.999747
ENSG00000215301,ENSG00000127445,0.999229
ENSG00000104529,ENSG00000114942,0.999997
ENSG00000089159,ENSG00000159840,0.999259
ENSG00000089157,ENSG00000114391,0.999331
ENSG00000037241,ENSG00000131469,0.999505
ENSG00000164587,ENSG00000096150,0.999707
ENSG00000008988,ENSG00000164587,0.999658
ENSG00000164587,ENSG00000233927,0.99966
ENSG00000096150,ENSG00000105193,0.999022
ENSG00000171863,ENSG00000008988,0.999274
ENSG00000177954,ENSG00000197728,0.999705
ENSG00000171863,ENSG00000197728,0.999414
ENSG00000124614,ENSG00000177954,0.999078
ENSG00000177954,ENSG00000096150,0.999527
ENSG00000177954,ENSG00000008988,0.99949
ENSG00000186468,ENSG00000177954,0.9996
ENSG00000177954,ENSG00000138326,0.999018
ENSG00000177954,ENSG00000233927,0.999574
ENSG00000177954,ENSG00000170889,0.99936
ENSG00000233927,ENSG00000197728,0.999008
ENSG00000213741,ENSG00000233927,0.999006
ENSG00000233927,ENSG00000145425,0.999485
ENSG00000213741,ENSG00000198034,0.99975
ENSG00000171863,ENSG00000096150,0.999209
ENSG00000145425,ENSG00000171863,0.999222
ENSG00000183431,ENSG00000125835,0.999322
ENSG00000261456,ENSG00000167553,0.999043
ENSG00000141027,ENSG00000118260,0.999188
ENSG00000079246,ENSG00000117748,0.999414
ENSG00000117748,ENSG00000108055,0.99902
ENSG00000072501,ENSG00000117748,0.99946
ENSG00000132383,ENSG00000072501,0.999522
ENSG00000133119,ENSG00000117748,0.999038
ENSG00000132604,ENSG00000132383,0.999322
ENSG00000092098,ENSG00000127191,0.999775
ENSG00000100804,ENSG00000115233,0.999032
ENSG00000115233,ENSG00000131467,0.999548
ENSG00000203852,ENSG00000101945,0.999454
ENSG00000163041,ENSG00000113648,0.999277
ENSG00000136450,ENSG00000010072,0.999958
ENSG00000010072,ENSG00000131051,0.999771
ENSG00000141510,ENSG00000162521,0.99968
ENSG00000198909,ENSG00000101966,0.999239
ENSG00000110330,ENSG00000198909,0.999161
ENSG00000160789,ENSG00000141510,0.999094
ENSG00000140983,ENSG00000158828,0.999238
ENSG00000132604,ENSG00000100393,0.9991
ENSG00000160789,ENSG00000212935,0.999966
