ID,logFC_CBE_Mayo,direction_CBE_Mayo,logFC_TCX_Mayo,direction_TCX_Mayo
ENSG00000122566,0.014180991,NONE,0.119692723,NONE
ENSG00000136273,0.246080316,NONE,0.024383234,NONE
ENSG00000106591,-0.284079608,DOWN,-0.173740524,NONE
ENSG00000146729,-0.01897923,NONE,0.018236977,NONE
ENSG00000196262,0.018077464,NONE,-0.01994755,NONE
ENSG00000106588,-0.155311973,NONE,-0.042788362,NONE
ENSG00000232956,-0.07070166,NONE,-0.206978173,NONE
ENSG00000136270,0.068109731,NONE,-0.092873678,NONE
ENSG00000164548,-0.202573804,NONE,-0.071600602,NONE
ENSG00000221838,-0.076274292,NONE,-0.067626721,NONE
ENSG00000241468,-0.026875551,NONE,-0.091271886,NONE
ENSG00000071462,0.017997133,NONE,-0.178343924,NONE
ENSG00000106245,0.131141192,NONE,-0.041145985,NONE
ENSG00000274070,0.34734795,UP,0.230943698,NONE
ENSG00000106665,0.079187397,NONE,0.192172707,NONE
ENSG00000006704,0.051841079,NONE,-0.059948743,NONE
ENSG00000105793,-0.079402922,NONE,-0.245449198,NONE
ENSG00000128581,0.019313349,NONE,-0.023196399,NONE
ENSG00000005483,-0.059872893,NONE,-0.141088781,NONE
ENSG00000001631,-0.005209426,NONE,0.033258751,NONE
ENSG00000188186,-0.242634764,NONE,-0.074523701,NONE
ENSG00000161036,0.386376658,UP,-0.105638193,NONE
ENSG00000187391,-0.183552046,NONE,-0.001397838,NONE
ENSG00000130305,-0.02927112,NONE,-0.120260426,NONE
ENSG00000106244,-0.011280602,NONE,-0.093094077,NONE
ENSG00000005075,0.064003671,NONE,0.14454615,NONE
ENSG00000172336,0.02946644,NONE,-0.037679825,NONE
ENSG00000160813,-0.238829505,NONE,-0.050153906,NONE
ENSG00000161057,-0.029435673,NONE,0.06217485,NONE
ENSG00000274523,0.020836439,NONE,0.10101944,NONE
ENSG00000049541,-0.027491001,NONE,-0.14967979,NONE
ENSG00000196636,0.090519234,NONE,0.005511142,NONE
ENSG00000127990,0.029529396,NONE,0.275448508,UP
ENSG00000006128,0.543270212,UP,-1.105833591,DOWN
ENSG00000106638,-0.076556383,NONE,-0.077358614,NONE
ENSG00000196367,0.058278858,NONE,0.061924278,NONE
ENSG00000004766,0.092555429,NONE,-0.066009014,NONE
ENSG00000106400,-0.179343248,NONE,-0.103854859,NONE
ENSG00000004059,-0.172151212,NONE,-0.168841604,NONE
ENSG00000128524,-0.134398904,NONE,0.089244951,NONE
ENSG00000198898,0.22799638,NONE,0.177565214,NONE
ENSG00000106477,-0.28634247,DOWN,-0.298058669,DOWN
ENSG00000281490,0.11898528,NONE,-0.077842814,NONE
ENSG00000225572,NA,NA,NA,NA
ENSG00000205085,-0.066426709,NONE,-0.092333863,NONE
ENSG00000133606,0.016039882,NONE,-0.072860432,NONE
ENSG00000090263,-0.04573938,NONE,-0.223799489,NONE
ENSG00000128609,-0.225729661,NONE,-0.26815406,DOWN
ENSG00000090266,-0.070755489,NONE,-0.065348324,NONE
ENSG00000106459,-0.078265035,NONE,-0.057341679,NONE
ENSG00000157800,-0.166678571,NONE,-0.072289253,NONE
ENSG00000262771,NA,NA,NA,NA
ENSG00000196511,-0.479301724,DOWN,-0.250445231,NONE
ENSG00000104763,-0.009050987,NONE,0.14526843,NONE
ENSG00000147439,0.100466124,NONE,0.050853253,NONE
ENSG00000198791,-0.084542503,NONE,-0.048876141,NONE
ENSG00000104671,-0.099249755,NONE,-0.075927,NONE
ENSG00000134014,-0.091094928,NONE,-0.03587169,NONE
ENSG00000178234,-0.035851446,NONE,-0.249996405,NONE
ENSG00000147421,-0.134542544,NONE,0.28413578,UP
ENSG00000003987,0.125836116,NONE,-0.399921106,DOWN
ENSG00000184863,0.044165432,NONE,-0.047485333,NONE
ENSG00000009335,0.019136092,NONE,-0.042515248,NONE
ENSG00000104691,-0.037625775,NONE,-0.098544237,NONE
ENSG00000133624,-0.069230017,NONE,-0.056455375,NONE
ENSG00000070718,0.028441854,NONE,-0.290584658,DOWN
ENSG00000104221,0.236192233,NONE,-0.005352216,NONE
ENSG00000170791,0.031935085,NONE,-0.416637685,DOWN
ENSG00000121022,-0.077183025,NONE,-0.085356806,NONE
ENSG00000154582,-0.04379748,NONE,-0.175312591,NONE
ENSG00000137563,0.131099748,NONE,0.098126589,NONE
ENSG00000198042,-0.181955461,NONE,-0.23911116,NONE
ENSG00000104320,0.123336436,NONE,0.172778825,NONE
ENSG00000140396,0.031943204,NONE,0.023087433,NONE
ENSG00000181690,-0.037854879,NONE,-0.369205954,DOWN
ENSG00000070501,0.027827856,NONE,-0.222023253,NONE
ENSG00000147604,0.233154492,NONE,0.076471987,NONE
ENSG00000176209,-0.250450404,NONE,-0.112293869,NONE
ENSG00000164808,0.212425847,NONE,-0.158362547,NONE
ENSG00000169490,0.128320564,NONE,-0.113552707,NONE
ENSG00000167904,-0.111003934,NONE,-0.122229378,NONE
ENSG00000175073,0.153238383,NONE,-0.050348929,NONE
ENSG00000104231,-0.138480288,NONE,-0.123720208,NONE
ENSG00000186106,0.016118444,NONE,-0.151700353,NONE
ENSG00000155096,0.030460925,NONE,-0.074975719,NONE
ENSG00000164919,-0.273640122,DOWN,-0.154152705,NONE
ENSG00000179091,0.057719302,NONE,0.071988476,NONE
ENSG00000164934,0.011083717,NONE,0.06850461,NONE
ENSG00000136986,-0.023735668,NONE,0.030521487,NONE
ENSG00000104408,-0.000997282,NONE,0.015131451,NONE
ENSG00000178896,0.009392288,NONE,-0.036125463,NONE
ENSG00000172172,-0.032048808,NONE,0.048894159,NONE
ENSG00000156170,-0.113350824,NONE,-0.158519448,NONE
ENSG00000147684,-0.209619023,NONE,-0.024704951,NONE
ENSG00000129292,-0.065711854,NONE,-0.081247218,NONE
ENSG00000147669,-0.019168343,NONE,-0.043462846,NONE
ENSG00000161016,-0.023923771,NONE,-0.022414918,NONE
ENSG00000080503,0.136449403,NONE,-0.137280046,NONE
ENSG00000180543,0.171747553,NONE,-0.241508584,NONE
ENSG00000278243,NA,NA,NA,NA
ENSG00000156467,-0.133420257,NONE,-0.192603182,NONE
ENSG00000147852,0.040057662,NONE,-0.252860351,NONE
ENSG00000156795,-0.085209707,NONE,-0.13631249,NONE
ENSG00000170631,-0.08386031,NONE,0.014218546,NONE
ENSG00000137124,0.148554022,NONE,-0.001293531,NONE
ENSG00000137074,-0.144044732,NONE,-0.082097244,NONE
ENSG00000086065,0.216158927,NONE,0.061127099,NONE
ENSG00000137100,0.064573436,NONE,-0.098415257,NONE
ENSG00000137133,-0.277229288,DOWN,-0.201777737,NONE
ENSG00000165264,-0.028816592,NONE,0.007711216,NONE
ENSG00000164967,-0.11037909,NONE,0.17767313,NONE
ENSG00000165283,0.116929444,NONE,0.063109542,NONE
ENSG00000165275,0.048491163,NONE,-0.046703074,NONE
ENSG00000198680,-0.011752669,NONE,0.019520094,NONE
ENSG00000156345,0.020743398,NONE,-0.204302747,NONE
ENSG00000048828,-0.019296359,NONE,0.075171431,NONE
ENSG00000196305,0.046117623,NONE,-0.069947563,NONE
ENSG00000197724,-0.011853176,NONE,0.046099555,NONE
ENSG00000106803,-0.119092394,NONE,0.099184674,NONE
ENSG00000136810,-0.074653367,NONE,0.04715149,NONE
ENSG00000196597,-0.13714908,NONE,-0.208193859,NONE
ENSG00000136950,-0.018699181,NONE,-0.259680797,NONE
ENSG00000203993,-0.026986315,NONE,-0.053021669,NONE
ENSG00000136888,-0.083333915,NONE,0.041810175,NONE
ENSG00000160345,-0.13887427,NONE,-0.009397459,NONE
ENSG00000136819,0.05932092,NONE,-0.032808775,NONE
ENSG00000107223,-0.136520421,NONE,-0.052478024,NONE
ENSG00000196205,0.137220961,NONE,0.066613157,NONE
ENSG00000204136,-0.181570749,NONE,0.017044326,NONE
ENSG00000107937,0.081325712,NONE,-0.09240711,NONE
ENSG00000188566,0.108852371,NONE,0.119147629,NONE
ENSG00000148335,0.133501778,NONE,-0.095805542,NONE
ENSG00000196358,-0.261168727,NONE,-0.01922043,NONE
ENSG00000148229,0.041750093,NONE,-0.057547416,NONE
ENSG00000136933,-0.184021802,NONE,-0.114511889,NONE
ENSG00000107263,0.067254523,NONE,0.243979672,NONE
ENSG00000197958,-0.151239885,NONE,-0.0791167,NONE
ENSG00000136942,-0.07718644,NONE,0.006495916,NONE
ENSG00000136856,0.044535224,NONE,-0.187834564,NONE
ENSG00000175854,0.050849378,NONE,0.014445861,NONE
ENSG00000244187,-0.214634651,NONE,-0.25396272,NONE
ENSG00000167118,-0.108880386,NONE,-0.02672807,NONE
ENSG00000171448,0.037858084,NONE,0.097492743,NONE
ENSG00000204683,NA,NA,NA,NA
ENSG00000151465,0.066151775,NONE,0.042454239,NONE
ENSG00000148444,-0.305308884,DOWN,-0.176588933,NONE
ENSG00000136770,0.055450917,NONE,0.394596311,UP
ENSG00000057608,0.179043571,NONE,0.100913631,NONE
ENSG00000165996,-0.304908526,DOWN,-0.19606138,NONE
ENSG00000107643,-0.122387015,NONE,-0.266447801,DOWN
ENSG00000078403,-0.017104279,NONE,0.018872824,NONE
ENSG00000107537,-0.102828506,NONE,0.108996445,NONE
ENSG00000183621,-0.044297189,NONE,0.2270119,NONE
ENSG00000181915,0.1317695,NONE,-0.035820677,NONE
ENSG00000172586,-0.026647906,NONE,0.078654943,NONE
ENSG00000171224,0.06257725,NONE,-0.217247841,NONE
ENSG00000165443,0.096898821,NONE,0.196488445,NONE
ENSG00000148688,-0.054902703,NONE,-0.094335168,NONE
ENSG00000138326,-0.053444211,NONE,0.033205435,NONE
ENSG00000122912,-0.383653018,DOWN,-0.389157185,DOWN
ENSG00000107854,0.035697121,NONE,0.144124064,NONE
ENSG00000165637,0.111008326,NONE,-0.049548503,NONE
ENSG00000173915,-0.105003609,NONE,0.026937094,NONE
ENSG00000176171,0.109564434,NONE,-0.007585105,NONE
ENSG00000166171,-0.02308916,NONE,-0.032466435,NONE
ENSG00000127884,-0.060720335,NONE,0.039359003,NONE
ENSG00000119979,-0.158280252,NONE,0.068858491,NONE
ENSG00000148834,-0.000983576,NONE,-0.037885322,NONE
ENSG00000148814,-0.166769093,NONE,-0.141651346,NONE
ENSG00000055950,-0.083822254,NONE,0.008420664,NONE
ENSG00000107833,0.074658553,NONE,-0.034160178,NONE
ENSG00000065154,0.176867623,NONE,0.050977701,NONE
ENSG00000165672,0.174688839,NONE,0.153683653,NONE
ENSG00000269609,-0.082703682,NONE,-0.219611014,NONE
ENSG00000095587,-0.134091235,NONE,-0.243914855,NONE
ENSG00000171206,0.195039937,NONE,0.408255112,UP
ENSG00000165832,0.006194617,NONE,-0.219809851,NONE
ENSG00000188690,-0.38952048,DOWN,-0.23271232,NONE
ENSG00000132254,0.010675762,NONE,-0.065678808,NONE
ENSG00000177830,-0.138335527,NONE,-0.168014533,NONE
ENSG00000158042,0.060027583,NONE,-0.042473997,NONE
ENSG00000177700,-0.005949246,NONE,0.164276628,NONE
ENSG00000129084,-0.287771436,DOWN,-0.216687469,NONE
ENSG00000185627,-0.310767033,DOWN,-0.166257767,NONE
ENSG00000177963,0.169118488,NONE,0.073089795,NONE
ENSG00000166441,-0.157999026,NONE,-0.121732863,NONE
ENSG00000167325,0.211269007,NONE,-0.011385954,NONE
ENSG00000198168,0.016865801,NONE,-0.270566119,DOWN
ENSG00000166337,-0.226976018,NONE,-0.12467009,NONE
ENSG00000172409,0.117951008,NONE,0.116704693,NONE
ENSG00000110442,-0.134447327,NONE,-0.065016538,NONE
ENSG00000167986,0.055807435,NONE,0.028210405,NONE
ENSG00000110429,-0.185447554,NONE,-0.058531639,NONE
ENSG00000110031,-0.459185897,DOWN,-0.150624902,NONE
ENSG00000156603,0.122828921,NONE,0.043138885,NONE
ENSG00000169519,-0.038504328,NONE,-0.079725082,NONE
ENSG00000166902,-0.14096409,NONE,0.057011062,NONE
ENSG00000166889,0.015569433,NONE,0.12026713,NONE
ENSG00000165916,-0.026707716,NONE,-0.088191044,NONE
ENSG00000211450,-0.017181104,NONE,-0.232763335,NONE
ENSG00000149136,0.118497846,NONE,0.080229765,NONE
ENSG00000134809,-0.078854257,NONE,-0.020694669,NONE
ENSG00000149476,-0.332242594,DOWN,-0.337110076,DOWN
ENSG00000213593,-0.155188464,NONE,0.024517007,NONE
ENSG00000213465,-0.201870122,NONE,-0.019745508,NONE
ENSG00000175505,NA,NA,NA,NA
ENSG00000176340,-0.126302764,NONE,0.084984268,NONE
ENSG00000214756,-0.09011893,NONE,-0.462785122,DOWN
ENSG00000175550,-0.054655045,NONE,-0.059367375,NONE
ENSG00000149806,-0.10386495,NONE,-0.065029983,NONE
ENSG00000172977,0.124675532,NONE,0.007833169,NONE
ENSG00000149243,-0.196922006,NONE,-0.525234649,DOWN
ENSG00000168056,0.097609706,NONE,0.20714595,NONE
ENSG00000174547,-0.07298324,NONE,0.016719104,NONE
ENSG00000197345,-0.103312741,NONE,-0.222281763,NONE
ENSG00000175581,-0.101590723,NONE,-0.091802736,NONE
ENSG00000151366,-0.176746064,NONE,-0.175998785,NONE
ENSG00000110717,-0.240565859,NONE,-0.182155928,NONE
ENSG00000167792,-0.044295218,NONE,-0.22082462,NONE
ENSG00000175482,-0.036075662,NONE,-0.078904302,NONE
ENSG00000168002,-0.191668838,NONE,-0.048026142,NONE
ENSG00000126432,0.054865387,NONE,0.063752807,NONE
ENSG00000149273,-0.100614544,NONE,-0.060462506,NONE
ENSG00000137492,-0.120785651,NONE,-0.027931731,NONE
ENSG00000172663,-0.274506905,DOWN,-0.23778429,NONE
ENSG00000134825,-0.076682426,NONE,-0.059227972,NONE
ENSG00000173113,-0.021371115,NONE,-0.02172667,NONE
ENSG00000133316,0.09637877,NONE,-0.131736438,NONE
ENSG00000167283,-0.219490064,NONE,-0.201307425,NONE
ENSG00000166266,0.176378115,NONE,-0.002171642,NONE
ENSG00000137692,0.127309588,NONE,0.056299972,NONE
ENSG00000110367,-0.033640254,NONE,-0.04973684,NONE
ENSG00000150768,0.03835707,NONE,-0.150142172,NONE
ENSG00000196371,0.078892621,NONE,-0.042632707,NONE
ENSG00000118058,-0.008811982,NONE,-0.097146345,NONE
ENSG00000150776,-0.031356401,NONE,-0.118534512,NONE
ENSG00000168092,-0.090677117,NONE,-0.166690548,NONE
ENSG00000150787,-0.23160367,NONE,-0.195073002,NONE
ENSG00000109929,0.296863975,UP,0.030768826,NONE
ENSG00000204370,0.1081792,NONE,0.118407912,NONE
ENSG00000150779,0.261664015,NONE,-0.03693875,NONE
ENSG00000171204,-0.144830117,NONE,0.025498495,NONE
ENSG00000084234,0.000966946,NONE,0.037045317,NONE
ENSG00000111678,0.120416818,NONE,-0.116998966,NONE
ENSG00000215039,-0.07232383,NONE,-0.244244306,NONE
ENSG00000109832,-0.17669066,NONE,-0.276882801,DOWN
ENSG00000010219,-0.302093378,DOWN,-0.100423722,NONE
ENSG00000111640,0.217228948,NONE,0.188771744,NONE
ENSG00000197837,0.305693184,UP,-0.236230373,NONE
ENSG00000183935,-0.228562688,NONE,-0.499575712,DOWN
ENSG00000003056,0.222664082,NONE,0.166742715,NONE
ENSG00000111196,-0.247975294,NONE,-0.189999253,NONE
ENSG00000111639,0.104165586,NONE,0.167687883,NONE
ENSG00000121350,0.031216526,NONE,-0.168073731,NONE
ENSG00000171792,-0.347530935,DOWN,-0.166573232,NONE
ENSG00000151500,-0.072689455,NONE,-0.060169012,NONE
ENSG00000111669,0.229982683,NONE,-0.040547529,NONE
ENSG00000173208,0.193075265,NONE,-0.008770343,NONE
ENSG00000076108,0.005065342,NONE,0.084169437,NONE
ENSG00000135441,-0.155401627,NONE,-0.118104512,NONE
ENSG00000123106,-0.121113957,NONE,-0.198674783,NONE
ENSG00000257727,-0.218563723,NONE,-0.367118547,DOWN
ENSG00000111481,-0.164892696,NONE,0.061744656,NONE
ENSG00000135469,-0.223356295,NONE,-0.100895187,NONE
ENSG00000178449,0.024411364,NONE,0.011430484,NONE
ENSG00000188906,0.035456617,NONE,0.084104588,NONE
ENSG00000092841,-0.032121297,NONE,0.074351973,NONE
ENSG00000196465,-0.163701123,NONE,-0.148749438,NONE
ENSG00000139579,0.13408403,NONE,0.039836512,NONE
ENSG00000170515,-0.054579035,NONE,-0.101840593,NONE
ENSG00000123349,-0.197166582,NONE,-0.066860255,NONE
ENSG00000181929,-0.215521616,NONE,-0.081544492,NONE
ENSG00000229117,0.115208973,NONE,0.203193557,NONE
ENSG00000111371,-0.189473942,NONE,0.145385526,NONE
ENSG00000015153,-0.034750655,NONE,-0.110380101,NONE
ENSG00000075089,0.011121444,NONE,-0.181428597,NONE
ENSG00000120805,-0.083774337,NONE,-0.109546915,NONE
ENSG00000133641,0.101923004,NONE,-0.004755391,NONE
ENSG00000111530,0.215481553,NONE,0.060251194,NONE
ENSG00000175215,0.164750721,NONE,0.377411138,UP
ENSG00000127334,0.149562102,NONE,-0.020154122,NONE
ENSG00000198855,0.038353939,NONE,0.162433163,NONE
ENSG00000136003,-0.062307534,NONE,-0.020575191,NONE
ENSG00000111615,0.1183932,NONE,-0.016034222,NONE
ENSG00000111144,-0.048523863,NONE,0.013625817,NONE
ENSG00000037897,-0.123846149,NONE,-0.187495224,NONE
ENSG00000198015,-0.146528647,NONE,-0.245076337,NONE
ENSG00000196531,-0.040471388,NONE,0.01726747,NONE
ENSG00000166881,-0.096927754,NONE,0.138284014,NONE
ENSG00000091039,0.139840592,NONE,0.007438352,NONE
ENSG00000075415,-0.093874225,NONE,-0.112991374,NONE
ENSG00000139351,0.28211949,UP,0.109594356,NONE
ENSG00000135452,0.07868092,NONE,0.077567716,NONE
ENSG00000135655,0.067601746,NONE,-0.065621223,NONE
ENSG00000186908,0.100394266,NONE,-0.001209942,NONE
ENSG00000189046,-0.030001915,NONE,-0.0841362,NONE
ENSG00000196510,-0.321236805,DOWN,-0.145873697,NONE
ENSG00000176915,0.029976303,NONE,-0.027828646,NONE
ENSG00000111229,-0.059362617,NONE,0.03149168,NONE
ENSG00000204842,-0.220298069,NONE,-0.141409957,NONE
ENSG00000174456,-0.209517659,NONE,-0.146448258,NONE
ENSG00000111775,-0.121868044,NONE,0.086590323,NONE
ENSG00000135144,0.195153127,NONE,0.111635054,NONE
ENSG00000089248,-0.062047934,NONE,-0.100564316,NONE
ENSG00000111231,0.385217272,UP,0.193254532,NONE
ENSG00000234608,0.156652299,NONE,-0.068921496,NONE
ENSG00000123066,-0.095132683,NONE,0.165126418,NONE
ENSG00000139428,-0.317633923,DOWN,-0.311073663,DOWN
ENSG00000196199,0.132425088,NONE,-0.092882333,NONE
ENSG00000173141,-0.00224504,NONE,-0.14689603,NONE
ENSG00000089220,-0.120229447,NONE,-0.148719265,NONE
ENSG00000111737,0.193358125,NONE,0.051600916,NONE
ENSG00000132341,0.171646544,NONE,0.013571732,NONE
ENSG00000150459,-0.055723452,NONE,-0.047456505,NONE
ENSG00000170855,0.057341425,NONE,0.070309688,NONE
ENSG00000132953,0.026574447,NONE,-0.042392649,NONE
ENSG00000133103,-0.024298962,NONE,0.017683897,NONE
ENSG00000188811,-0.197061653,NONE,-0.214626947,NONE
ENSG00000139514,0.182798517,NONE,0.291632033,UP
ENSG00000065150,0.06271918,NONE,-0.042301694,NONE
ENSG00000165782,0.011124124,NONE,0.012937731,NONE
ENSG00000151287,-0.011916729,NONE,-0.016777836,NONE
ENSG00000136319,-0.186358448,NONE,-0.106254291,NONE
ENSG00000179933,0.194937035,NONE,0.160515179,NONE
ENSG00000129518,0.008049413,NONE,-0.000580361,NONE
ENSG00000092208,-0.113380739,NONE,-0.14763778,NONE
ENSG00000165516,0.285843789,UP,0.119091883,NONE
ENSG00000179454,0.218612665,NONE,-0.068302626,NONE
ENSG00000129460,0.060761076,NONE,0.043347423,NONE
ENSG00000151413,-0.1376237,NONE,-0.193309452,NONE
ENSG00000100462,0.406941476,UP,0.221349332,NONE
ENSG00000100902,-0.073522367,NONE,-0.207942165,NONE
ENSG00000100804,-0.01678342,NONE,0.033876695,NONE
ENSG00000087302,-0.17640008,NONE,-0.02705107,NONE
ENSG00000092108,-0.150038652,NONE,-0.026868952,NONE
ENSG00000092203,0.083028033,NONE,-0.040434253,NONE
ENSG00000131966,-0.065120512,NONE,-0.174128649,NONE
ENSG00000066427,-0.120145788,NONE,-0.176630363,NONE
ENSG00000119599,-0.077821695,NONE,-0.260289534,NONE
ENSG00000119661,0.024290361,NONE,-0.039277031,NONE
ENSG00000134001,0.100355819,NONE,0.030289414,NONE
ENSG00000165521,0.20983187,NONE,0.018597756,NONE
ENSG00000089916,0.141766458,NONE,-0.098409384,NONE
ENSG00000100744,-0.025573752,NONE,-0.296493257,DOWN
ENSG00000100577,-0.408392185,DOWN,-0.528981325,DOWN
ENSG00000187105,-0.005452768,NONE,-0.138377791,NONE
ENSG00000276880,NA,NA,NA,NA
ENSG00000183648,-0.268189445,DOWN,-0.146236838,NONE
ENSG00000133961,-0.073378404,NONE,0.056361949,NONE
ENSG00000257621,-0.605997949,DOWN,-0.243683877,NONE
ENSG00000100764,0.368556344,UP,0.042868369,NONE
ENSG00000100519,-0.075553726,NONE,-0.177854528,NONE
ENSG00000072042,-0.071559843,NONE,-0.031178476,NONE
ENSG00000200312,NA,NA,NA,NA
ENSG00000029364,0.058255161,NONE,0.061629791,NONE
ENSG00000119705,-0.268376884,DOWN,-0.135110411,NONE
ENSG00000198554,0.051079094,NONE,-0.248465968,NONE
ENSG00000140057,0.391791032,UP,-0.161809,NONE
ENSG00000156411,-0.102201445,NONE,-0.163888532,NONE
ENSG00000100664,0.12856086,NONE,0.110125691,NONE
ENSG00000126214,-0.099127822,NONE,-0.19363279,NONE
ENSG00000078304,-0.012482186,NONE,-0.114520219,NONE
ENSG00000156414,0.190197127,NONE,0.020588402,NONE
ENSG00000184986,0.095601329,NONE,0.028614723,NONE
ENSG00000021776,-0.008331011,NONE,0.06015739,NONE
ENSG00000104164,0.008542014,NONE,-0.234032353,NONE
ENSG00000166946,-0.025746118,NONE,-0.106332307,NONE
ENSG00000166200,0.054250595,NONE,-0.002104,NONE
ENSG00000137770,0.030373546,NONE,-0.141127409,NONE
ENSG00000255302,0.090623224,NONE,0.081602679,NONE
ENSG00000128463,-0.072155308,NONE,-0.1143094,NONE
ENSG00000168806,-0.130680909,NONE,0.024057603,NONE
ENSG00000069956,-0.017338903,NONE,-0.300533077,DOWN
ENSG00000137806,0.013087053,NONE,0.015539349,NONE
ENSG00000182117,0.136066288,NONE,0.275929154,UP
ENSG00000168781,-0.108004875,NONE,-0.267845644,DOWN
ENSG00000140263,0.189794431,NONE,0.077445057,NONE
ENSG00000248508,-0.07791886,NONE,0.024246238,NONE
ENSG00000137842,0.214283527,NONE,-0.083275277,NONE
ENSG00000159459,0.223160181,NONE,0.001541178,NONE
ENSG00000103591,-0.173837915,NONE,-0.062662806,NONE
ENSG00000159322,-0.326939822,DOWN,-0.184008624,NONE
ENSG00000140350,0.023758741,NONE,-0.173346385,NONE
ENSG00000260916,0.019555066,NONE,0.074504946,NONE
ENSG00000140365,-0.354994355,DOWN,-0.30073605,DOWN
ENSG00000179151,-0.130794074,NONE,0.094407339,NONE
